country,year,olefins_proxy_refinery_t_per_yr,olefins_refinery_t_per_yr,olefins_total_t_per_yr,olefins_nonrefinery_t_per_yr,olefins_e_t_per_yr,olefins_bio_e_t_per_yr,olefins_bio_t_per_yr,h2_refinery_t_per_yr,h2_nonrefinery_t_per_yr,h2_total_t_per_yr,refinery_scenario,demand_scenario
AT,2025,483.0908409056774,483.0908409056774,483.0908409056774,0.0,0.0,0.0,0.0,24.154542045283872,0.0,24.154542045283872,more-molecule,constant-demand
AT,2026,438.5790872147327,438.5790872147327,483.0908409056774,44.511753690944715,31.158227583661297,4.4511753690944715,8.902350738188943,21.928954360736636,15.262190105551124,37.19114446628776,more-molecule,constant-demand
AT,2027,394.06733352378785,394.06733352378785,483.0908409056774,89.02350738188954,62.31645516732268,8.902350738188956,17.80470147637791,19.703366676189393,30.524380211102283,50.22774688729167,more-molecule,constant-demand
AT,2028,349.5555798328431,349.5555798328431,483.0908409056774,133.53526107283432,93.47468275098402,13.353526107283432,26.707052214566865,17.477778991642154,45.786570316653425,63.26434930829558,more-molecule,constant-demand
AT,2029,305.04382614189825,305.04382614189825,483.0908409056774,178.04701476377915,124.63291033464539,17.804701476377915,35.60940295275583,15.252191307094913,61.04876042220459,76.3009517292995,more-molecule,constant-demand
AT,2030,260.53207245095354,260.53207245095354,483.0908409056774,222.55876845472386,155.7911379183067,22.255876845472386,44.51175369094477,13.026603622547677,76.31095052775571,89.33755415030339,more-molecule,constant-demand
AT,2031,260.93443858601296,260.93443858601296,483.0908409056774,222.15640231966444,155.50948162376508,22.215640231966447,44.43128046393289,13.046721929300649,76.17298722736652,89.21970915666716,more-molecule,constant-demand
AT,2032,261.3368047210724,261.3368047210724,483.0908409056774,221.754036184605,155.2278253292235,22.175403618460503,44.35080723692101,13.06684023605362,76.03502392697736,89.10186416303098,more-molecule,constant-demand
AT,2033,261.7391708561317,261.7391708561317,483.0908409056774,221.3516700495457,154.946169034682,22.13516700495457,44.27033400990914,13.086958542806585,75.89706062658823,88.98401916939481,more-molecule,constant-demand
AT,2034,262.1415369911912,262.1415369911912,483.0908409056774,220.94930391448622,154.66451274014034,22.094930391448624,44.18986078289725,13.10707684955956,75.75909732619903,88.86617417575859,more-molecule,constant-demand
AT,2035,262.5439031262505,262.5439031262505,483.0908409056774,220.5469377794269,154.38285644559883,22.054693777942692,44.109387555885384,13.127195156312524,75.6211340258099,88.74832918212242,more-molecule,constant-demand
AT,2036,262.9462692613099,262.9462692613099,483.0908409056774,220.1445716443675,154.10120015105724,22.01445716443675,44.0289143288735,13.147313463065496,75.48317072542072,88.63048418848622,more-molecule,constant-demand
AT,2037,263.3486353963692,263.3486353963692,483.0908409056774,219.74220550930818,153.8195438565157,21.97422055093082,43.94844110186164,13.167431769818462,75.34520742503157,88.51263919485004,more-molecule,constant-demand
AT,2038,263.7510015314287,263.7510015314287,483.0908409056774,219.3398393742487,153.5378875619741,21.93398393742487,43.86796787484974,13.187550076571435,75.20724412464239,88.39479420121383,more-molecule,constant-demand
AT,2039,264.153367666488,264.153367666488,483.0908409056774,218.9374732391894,153.25623126743255,21.89374732391894,43.78749464783788,13.207668383324402,75.06928082425325,88.27694920757766,more-molecule,constant-demand
AT,2040,264.5557338015475,264.5557338015475,483.0908409056774,218.5351071041299,152.97457497289093,21.85351071041299,43.70702142082598,13.227786690077375,74.93131752386405,88.15910421394143,more-molecule,constant-demand
AT,2041,243.83387784598895,243.83387784598895,483.0908409056774,239.25696305968845,167.4798741417819,23.925696305968845,47.85139261193769,12.191693892299448,82.03642749390596,94.2281213862054,more-molecule,constant-demand
AT,2042,223.11202189043053,223.11202189043053,483.0908409056774,259.97881901524687,181.9851733106728,25.99788190152469,51.99576380304938,11.155601094521527,89.14153746394784,100.29713855846937,more-molecule,constant-demand
AT,2043,202.39016593487202,202.39016593487202,483.0908409056774,280.7006749708054,196.49047247956375,28.07006749708054,56.14013499416108,10.119508296743602,96.24664743398974,106.36615573073334,more-molecule,constant-demand
AT,2044,181.66830997931353,181.66830997931353,483.0908409056774,301.42253092636383,210.99577164845468,30.142253092636384,60.28450618527277,9.083415498965676,103.35175740403163,112.43517290299731,more-molecule,constant-demand
AT,2045,160.94645402375508,160.94645402375508,483.0908409056774,322.1443868819223,225.50107081734558,32.21443868819223,64.42887737638446,8.047322701187754,110.4568673740735,118.50419007526125,more-molecule,constant-demand
AT,2046,140.22459806819663,140.22459806819663,483.0908409056774,342.86624283748074,240.0063699862365,34.286624283748075,68.57324856749615,7.0112299034098315,117.56197734411539,124.57320724752522,more-molecule,constant-demand
AT,2047,119.50274211263816,119.50274211263816,483.0908409056774,363.58809879303925,254.51166915512746,36.35880987930393,72.71761975860785,5.975137105631909,124.6670873141573,130.64222441978922,more-molecule,constant-demand
AT,2048,98.78088615707966,98.78088615707966,483.0908409056774,384.30995474859776,269.0169683240184,38.43099547485978,76.86199094971956,4.939044307853983,131.7721972841992,136.71124159205317,more-molecule,constant-demand
AT,2049,78.05903020152122,78.05903020152122,483.0908409056774,405.03181070415616,283.5222674929093,40.50318107041562,81.00636214083124,3.9029515100760612,138.87730725424106,142.78025876431713,more-molecule,constant-demand
AT,2050,57.33717424596276,57.33717424596276,483.0908409056774,425.75366665971467,298.0275666618002,42.57536666597147,85.15073333194294,2.866858712298138,145.98241722428293,148.84927593658105,more-molecule,constant-demand
BE,2025,4791.17589363786,4791.17589363786,4791.17589363786,0.0,0.0,0.0,0.0,239.558794681893,0.0,239.558794681893,more-molecule,constant-demand
BE,2026,4349.71929125686,4349.71929125686,4791.17589363786,441.45660238100027,309.0196216667002,44.14566023810003,88.29132047620006,217.485964562843,151.36663982439737,368.8526043872404,more-molecule,constant-demand
BE,2027,3908.262688875859,3908.262688875859,4791.17589363786,882.913204762001,618.0392433334007,88.2913204762001,176.5826409524002,195.41313444379296,302.7332796487949,498.14641409258786,more-molecule,constant-demand
BE,2028,3466.806086494859,3466.806086494859,4791.17589363786,1324.3698071430013,927.0588650001008,132.43698071430012,264.87396142860024,173.34030432474296,454.09991947319224,627.4402237979352,more-molecule,constant-demand
BE,2029,3025.3494841138586,3025.3494841138586,4791.17589363786,1765.8264095240015,1236.078486666801,176.58264095240017,353.16528190480034,151.26747420569293,605.4665592975896,756.7340335032825,more-molecule,constant-demand
BE,2030,2583.8928817328583,2583.8928817328583,4791.17589363786,2207.283011905002,1545.0981083335012,220.7283011905002,441.4566023810004,129.1946440866429,756.8331991219869,886.0278432086299,more-molecule,constant-demand
BE,2031,2587.8834498899755,2587.8834498899755,4791.17589363786,2203.2924437478846,1542.3047106235192,220.32924437478846,440.6584887495769,129.39417249449878,755.4649131122746,884.8590856067734,more-molecule,constant-demand
BE,2032,2591.8740180470922,2591.8740180470922,4791.17589363786,2199.301875590768,1539.5113129135375,219.93018755907678,439.86037511815357,129.5937009023546,754.0966271025625,883.6903280049171,more-molecule,constant-demand
