country,scenario,year,olefins_activity,h2_intensity,h2_demand_t_per_yr,scope
BE,bau-eu,2023,4033928.571428571,0.02,80678.57142857142,petrochem_olefins
BE,bau-eu,2024,4033928.571428571,0.02,80678.57142857142,petrochem_olefins
BE,bau-eu,2025,3815968.596660542,0.02,76319.37193321084,petrochem_olefins
BE,bau-eu,2026,3598008.6218925137,0.02,71960.17243785027,petrochem_olefins
BE,bau-eu,2027,3380048.647124485,0.02,67600.97294248971,petrochem_olefins
BE,bau-eu,2028,3162088.672356456,0.02,63241.773447129126,petrochem_olefins
BE,bau-eu,2029,2944128.697588428,0.02,58882.57395176856,petrochem_olefins
BE,bau-eu,2030,2726168.7228203984,0.02,54523.37445640797,petrochem_olefins
BE,bau-eu,2031,2564682.43471082,0.019950000000000002,51165.41457248087,petrochem_olefins
BE,bau-eu,2032,2403196.146601242,0.0199,47823.603317364716,petrochem_olefins
BE,bau-eu,2033,2241709.8584916624,0.01985,44497.9406910595,petrochem_olefins
BE,bau-eu,2034,2080223.570382084,0.0198,41188.42669356526,petrochem_olefins
BE,bau-eu,2035,1918737.282272505,0.01975,37895.06132488198,petrochem_olefins
