country,scenario,year,naphta_total,naphta_domestic,naphta_imported,electricity_demand_from_naphta,ch4_demand_from_naphta,h2_demand_from_naphta,demand_factor,import_share
NL,intermediary-eu-naphta,2037,54028804.075034246,49615540.547595374,4413263.527438872,2910447.6085219444,789879.4055177184,443562.93249550264,0.7324349828917031,0.08168353164563497
NL,intermediary-eu-naphta,2038,52407939.95278321,47886438.95951167,4521500.993271545,2809018.509364954,762352.1082354258,428104.7642980343,0.7104619334049519,0.08627511398740684
NL,intermediary-eu-naphta,2039,50835701.75419973,46217596.5617727,4618105.192427032,2711124.2143135862,735784.1372634213,413185.3132622479,0.6891480754028034,0.09084373841746982
NL,intermediary-eu-naphta,2040,43831671.7347322,39650589.619195476,4181082.115536727,2325903.5870620064,631237.3867375919,354476.27119560755,0.5941987850139727,0.09538951972538248
NL,intermediary-eu-naphta,2041,42516721.58269024,38268766.57096652,4247955.01172372,2244845.847052896,609238.763809787,342122.77314444067,0.5763728214635535,0.09991257212675547
NL,intermediary-eu-naphta,2042,41241219.93520953,36935100.05596833,4306119.879241198,2166612.969283102,588006.7928910158,330199.7945003569,0.5590816368196468,0.10441300926612176
NL,intermediary-eu-naphta,2043,40003983.33715324,35647911.819017835,4356071.518135406,2091106.507303586,567514.7561587639,318692.3316620194,0.5423091877150574,0.10889094421979109
NL,intermediary-eu-naphta,2044,38803863.83703864,34405582.09212506,4398281.7449135855,2018231.4455240557,547736.8669066309,307585.903903598,0.5260399120836057,0.11334648949869228
NL,intermediary-eu-naphta,2045,37639747.92192748,33206547.556214496,4433200.365712985,1947896.0796475422,528648.2370949348,296866.5351525576,0.5102587147210975,0.11777975705119885
NL,intermediary-eu-naphta,2046,36322356.74466002,31884096.799788255,4438259.944871765,1870321.118275579,507594.82105262903,285043.825390107,0.4923996597058591,0.12219085826594282
NL,intermediary-eu-naphta,2047,35051074.25859693,30614312.644736696,4436761.613860231,1795835.5797402544,487379.8573042082,273691.95504394604,0.4751656716161541,0.12657990397461308
NL,intermediary-eu-naphta,2048,33824286.65954603,29395097.643660057,4429189.015885975,1724316.427777099,467969.9544870681,262792.17293432093,0.4585348731095887,0.13094700445473995
NL,intermediary-eu-naphta,2049,32640436.62646192,28224437.88000129,4415998.746460628,1655645.5260408756,449333.05104962055,252326.47464721155,0.4424861525507531,0.1352922694324663
NL,intermediary-eu-naphta,2050,31498021.34453575,27100399.64143024,4397621.703105509,1589709.4429662977,431438.3622915694,242277.57279438636,0.4269991372114767,0.1396158080853039
PL,intermediary-eu-naphta,2019,13859445.000000006,13859445.000000006,0.0,812995.0437000003,220642.36440000008,123903.43830000005,1.0,0.0
PL,intermediary-eu-naphta,2020,13804007.220000006,13804007.220000006,0.0,809743.0635252004,219759.7949424001,123407.82454680005,0.996,0.0
PL,intermediary-eu-naphta,2021,13748791.191120006,13680047.235164406,68743.95595560037,802471.570814744,217786.35198381735,122299.62228236979,0.992016,0.005000000000000024
PL,intermediary-eu-naphta,2022,13693796.026355525,13557200.41099263,136595.61536289565,795265.3761088277,215830.63054300266,121201.37167427411,0.988047936,0.009974999999999947
PL,intermediary-eu-naphta,2023,13639020.842250103,13435456.751301914,203564.09094818868,788123.8930313702,213892.47148072647,120112.98335663912,0.984095744256,0.014925125000000044
PL,intermediary-eu-naphta,2024,13584464.758881103,13314806.349675223,269658.40920588,781046.5404719486,211971.71708682957,119034.3687660965,0.980159361278976,0.019850499375000084
PL,intermediary-eu-naphta,2025,13530126.899845578,13195239.38865514,334887.51119043864,774032.7425385105,210068.2110673898,117965.44013457694,0.97623872383386,0.024751246878125053
PL,intermediary-eu-naphta,2026,13476006.392246194,13076746.138945015,399260.25330117904,767081.9285105146,208181.79853200464,116906.11048216844,0.9723337689385245,0.029627490643734395
PL,intermediary-eu-naphta,2027,13422102.36667721,12959316.958617289,462785.4080599211,760193.5327924901,206312.32598118723,115856.29361003856,0.9684444338627705,0.03447935319051577
PL,intermediary-eu-naphta,2028,13368413.957210502,12842942.292328907,525471.6648815945,753366.9948680137,204459.6412938762,114815.90409342042,0.9645706561273194,0.03930695642456311
PL,intermediary-eu-naphta,2029,13314940.30138166,12727612.670543794,587327.630837867,746601.7592540989,202623.59371505718,113784.85727466151,0.9607123735028101,0.04411042164244036
PL,intermediary-eu-naphta,2030,11935512.48615852,11351986.837886078,583525.6482724417,665907.5479103973,180723.63045914637,101486.76233070155,0.861182571607919,0.0488898695342282
PL,intermediary-eu-naphta,2031,11696802.236435348,11069322.365622714,627479.870812634,649326.4499674283,176223.6120607136,98959.74194866707,0.8439589201757606,0.05364542018655701
PL,intermediary-eu-naphta,2032,11462866.19170664,10793696.238718707,669169.9529879335,633158.2213632393,171835.64412040182,96495.64437414524,0.8270797417722453,0.05837719308562431
PL,intermediary-eu-naphta,2033,11233608.867872508,10524933.202374613,708675.6654978953,617392.5816512947,167556.93658180383,94092.90282922905,0.8105381469368004,0.06308530712019608
PL,intermediary-eu-naphta,2034,11008936.690515058,10262862.365635484,746074.3248795737,602019.5063681775,163384.76886091693,91749.98954878123,0.7943273839980644,0.06776988058459515
PL,intermediary-eu-naphta,2035,10788757.956704756,10007317.092731161,781440.8639735952,587029.2206596099,159316.4881162801,89465.41480901658,0.778440836318103,0.0724310311816721
PL,intermediary-eu-naphta,2036,10465095.218003612,9658562.092049478,806533.1259541344,566571.2523196223,153764.30850542767,86347.54510292233,0.7550876112285598,0.07706887602576384
PL,intermediary-eu-naphta,2037,10151142.361463504,9321961.203141553,829181.1583219506,546826.2441762835,148405.62235401353,83338.33315608549,0.7324349828917031,0.08168353164563505
PL,intermediary-eu-naphta,2038,9846608.090619598,8997090.85521207,849517.2354075275,527769.34956674,143233.68641497617,80433.9922455959,0.7104619334049519,0.08627511398740677
PL,intermediary-eu-naphta,2039,9551209.84790101,8683542.23890793,867667.6089930814,509376.5877343391,138241.99244341423,77630.86761583689,0.6891480754028034,0.09084373841746984
PL,intermediary-eu-naphta,2040,8235265.379967983,7449707.370561767,785558.0094062155,436999.8343571533,118599.34133934334,66600.3838928222,0.5941987850139727,0.0953895197253825
PL,intermediary-eu-naphta,2041,7988207.418568943,7190085.06869769,798122.3498712527,421770.3901298065,114466.15429366722,64279.36051415735,0.5763728214635535,0.09991257212675547
PL,intermediary-eu-naphta,2042,7748561.196011874,6939510.604053575,809050.5919582993,407071.69203378266,110477.0088165329,62039.22480023896,0.5590816368196468,0.10441300926612176
PL,intermediary-eu-naphta,2043,7516104.360131517,6697668.659502307,818435.7006292101,392885.2435664053,106626.88505927673,59877.157815950624,0.5423091877150574,0.10889094421979115
PL,intermediary-eu-naphta,2044,7290621.229327572,6464254.906718652,826366.3226089198,379193.19282811607,102910.93811496094,57790.438866064746,0.5260399120836057,0.11334648949869218
PL,intermediary-eu-naphta,2045,7071902.592447745,6238975.623219506,832926.9692282388,365978.3100580562,99324.49192165454,55776.44207158238,0.5102587147210975,0.11777975705119886
