country,scenario,year,aluminium_production,carbothermalreduction_production,electrolysis_bat_production,electrolysis_current_production,smeltoven_production
RO,GA,2040,541255.6253889541,0.0,54125.56253889541,167789.24387057577,319340.81897948286
RO,GA,2050,541255.6253889541,0.0,216502.25015558163,0.0,324753.37523337244
SE,DE,2019,633705.671936691,0.0,0.0,633705.671936691,0.0
SE,DE,2030,5280880.599472425,0.0,0.0,5280880.599472425,0.0
SE,DE,2040,9505585.079050364,0.0,0.0,9505585.079050364,0.0
SE,DE,2050,12674113.43873382,0.0,0.0,12674113.43873382,0.0
SE,GA,2019,633705.671936691,0.0,0.0,633705.671936691,0.0
SE,GA,2030,3621175.2682096628,0.0,0.0,3621175.2682096628,0.0
SE,GA,2040,6337056.719366909,0.0,0.0,6337056.719366909,0.0
SE,GA,2050,8871879.407113675,0.0,0.0,8871879.407113675,0.0
SI,DE,2019,235331.40746215402,0.0,0.0,235331.40746215402,0.0
SI,DE,2030,235331.40746215402,0.0,12326.883248017592,150275.91305083263,72728.61116330378
SI,DE,2040,235331.40746215402,0.0,23533.140746215402,72952.73631326774,138845.53040267088
SI,DE,2050,235331.40746215402,0.0,94132.56298486161,0.0,141198.8444772924
SI,GA,2019,235331.40746215402,0.0,0.0,235331.40746215402,0.0
SI,GA,2030,235331.40746215402,0.0,12326.883248017592,150275.91305083263,72728.61116330378
SI,GA,2040,235331.40746215402,0.0,23533.140746215402,72952.73631326774,138845.53040267088
SI,GA,2050,235331.40746215402,0.0,94132.56298486161,0.0,141198.8444772924
SK,DE,2019,271815.5298981492,0.0,0.0,271815.5298981492,0.0
SK,DE,2030,271815.5298981492,0.0,14237.956327998292,173573.63123496098,84003.9423351899
SK,DE,2040,271815.5298981492,0.0,27181.55298981492,84262.81426842626,160371.16263990803
SK,DE,2050,271815.5298981492,0.0,108726.21195925969,0.0,163089.31793888952
SK,GA,2019,271815.5298981492,0.0,0.0,271815.5298981492,0.0
SK,GA,2030,271815.5298981492,0.0,14237.956327998292,173573.63123496098,84003.9423351899
SK,GA,2040,271815.5298981492,0.0,27181.55298981492,84262.81426842626,160371.16263990803
SK,GA,2050,271815.5298981492,0.0,108726.21195925969,0.0,163089.31793888952
