country,year,jet_fossil_kt_per_yr,jet_total_kt_per_yr,jet_esaf_kt_per_yr,h2_esaf_kt_per_yr
CZ,2033,4033.621488096329,5253.6596405460205,1220.0381524496916,610.0190762248458
CZ,2034,3781.9760245532498,5411.269429762401,1629.2934052091514,814.6467026045757
CZ,2035,3530.330561010169,5573.607512655273,2043.2769516451044,1021.6384758225522
CZ,2036,3278.685097467089,5740.815738034931,2462.1306405678424,1231.0653202839212
CZ,2037,3027.0396339240083,5913.040210175979,2886.000576251971,1443.0002881259854
CZ,2038,2775.394170380928,6090.4314164812595,3315.0372461003317,1657.5186230501658
CZ,2039,2523.7487068378477,6273.144358975697,3749.3956521378495,1874.6978260689248
CZ,2040,2272.1032432947677,6461.338689744967,4189.2354464502,2094.6177232251
CZ,2041,2153.9392865006257,6655.178850437317,4501.239563936691,2250.6197819683457
CZ,2042,2035.775329706484,6854.834215950436,4819.058886243953,2409.5294431219763
CZ,2043,1917.611372912342,7060.479242428951,5142.867869516609,2571.4339347583045
CZ,2044,1799.4474161181995,7272.293619701819,5472.846203583619,2736.4231017918096
CZ,2045,1681.2834593240573,7490.462428292874,5809.178968968818,2904.589484484409
CZ,2046,1563.1195025299155,7715.17630114166,6152.056798611744,3076.028399305872
CZ,2047,1444.9555457357735,7946.63159017591,6501.676044440136,3250.838022220068
CZ,2048,1326.7915889416315,8185.030537881188,6858.238948939556,3429.119474469778
CZ,2049,1208.6276321474895,8430.581454017623,7221.953821870134,3610.976910935067
CZ,2050,1090.4636753533475,8683.498897638152,7593.035222284804,3796.517611142402
DE,2025,254305.11674591468,254305.11674591468,0.0,0.0
DE,2026,261934.27024829213,261934.27024829213,0.0,0.0
DE,2027,269792.2983557409,269792.2983557409,0.0,0.0
DE,2028,277886.06730641314,277886.06730641314,0.0,0.0
DE,2029,285762.46960148436,286222.64932560554,460.17972412117524,230.08986206058762
DE,2030,293626.8078153768,294809.3288053737,1182.520989996905,591.2604949984525
DE,2031,278196.30534830835,303653.6086695349,25457.30332122656,12728.65166061328
DE,2032,262765.80288123974,312763.216929621,49997.414048381266,24998.707024190633
DE,2033,247335.3004141712,322146.11343750963,74810.81302333844,37405.40651166922
DE,2034,231904.79794710263,331810.4968406349,99905.69889353227,49952.84944676614
DE,2035,216474.29548003408,341764.811745854,125290.5162658199,62645.25813290995
DE,2036,201043.79301296556,352017.7560982296,150973.96308526405,75486.98154263203
DE,2037,185613.290545897,362578.2887811765,176964.9982352795,88482.49911763975
DE,2038,170182.78807882845,373455.6374446118,203272.84936578336,101636.42468289168
DE,2039,154752.2856117599,384659.3065679502,229907.02095619027,114953.51047809514
DE,2040,139321.78314469138,396199.0857649887,256877.3026202973,128438.65131014865
DE,2041,132076.15589928528,408085.05833793833,276008.90243865305,138004.45121932653
DE,2042,124830.52865387918,420327.6100880765,295497.0814341973,147748.54071709866
DE,2043,117584.90140847307,432937.43839071883,315352.53698224574,157676.26849112287
DE,2044,110339.27416306696,445925.5615424404,335586.28737937345,167793.14368968672
DE,2045,103093.64691766084,459303.32838871365,356209.6814710528,178104.8407355264
DE,2046,95848.01967225476,473082.428240375,377234.40856812027,188617.20428406014
DE,2047,88602.39242684869,487274.9010875863,398672.5086607376,199336.2543303688
DE,2048,81356.76518144258,501893.14812021394,420536.3829387714,210268.1914693857
DE,2049,74111.13793603647,516949.94256382034,442838.8046277839,221419.40231389194
DE,2050,66865.51069063037,532458.440840735,465592.9301501046,232796.4650750523
DK,2025,44563.157700454685,44563.157700454685,0.0,0.0
DK,2026,45900.05243146833,45900.05243146833,0.0,0.0
DK,2027,47277.05400441237,47277.05400441237,0.0,0.0
DK,2028,48695.36562454475,48695.36562454475,0.0,0.0
DK,2029,50075.58699829783,50156.2265932811,80.63959498326585,40.319797491632926
DK,2030,51453.694322758616,51660.91339107953,207.2190683209119,103.60953416045595
DK,2031,48749.730188508554,53210.740792811914,4461.010604303359,2230.5053021516796
DK,2032,46045.76605425848,54807.06301659627,8761.296962337794,4380.648481168897
DK,2033,43341.8019200084,56451.274907094165,13109.472987085763,6554.736493542881
DK,2034,40637.83778575834,58144.81315430699,17506.97536854865,8753.487684274325
DK,2035,37933.87365150826,59889.1575489362,21955.283897427944,10977.641948713972
DK,2036,35229.90951725819,61685.83227540429,26455.922758146102,13227.961379073051
DK,2037,32525.94538300811,63536.407243666414,31010.461860658303,15505.230930329151
DK,2038,29821.98124875804,65442.49946097641,35620.518212218376,17810.259106109188
DK,2039,27118.01711450797,67405.77444480572,40287.757330297754,20143.878665148877
DK,2040,24414.0529802579,69427.94767814988,45013.894697891985,22506.947348945992
DK,2041,23144.365473740476,71510.78610849439,48366.420634753915,24183.210317376957
DK,2042,21874.67796722305,73656.10969174921,51781.43172452616,25890.71586226308
DK,2043,20604.990460705627,75865.79298250169,55260.80252179607,27630.401260898034
DK,2044,19335.3029541882,78141.76677197675,58806.46381778855,29403.231908894275
DK,2045,18065.61544767077,80486.01977513605,62420.40432746528,31210.20216373264
DK,2046,16795.927941153346,82900.60036839014,66104.67242723679,33052.33621361839
DK,2047,15526.240434635924,85387.61837944185,69861.37794480592,34930.68897240296
DK,2048,14256.552928118495,87949.2469308251,73692.6940027066,36846.3470013533
