country,year,refinery_scenario,refinery_activity,refinery_index,olefins_scenario
HU,2034,more-molecule,0.0,1.0,bau-eu
HU,2035,more-molecule,0.0,1.0,bau-eu
HU,2036,more-molecule,0.0,1.0,bau-eu
HU,2037,more-molecule,0.0,1.0,bau-eu
HU,2038,more-molecule,0.0,1.0,bau-eu
HU,2039,more-molecule,0.0,1.0,bau-eu
HU,2040,more-molecule,0.0,1.0,bau-eu
HU,2041,more-molecule,0.0,1.0,bau-eu
HU,2042,more-molecule,0.0,1.0,bau-eu
HU,2043,more-molecule,0.0,1.0,bau-eu
HU,2044,more-molecule,0.0,1.0,bau-eu
HU,2045,more-molecule,0.0,1.0,bau-eu
HU,2046,more-molecule,0.0,1.0,bau-eu
HU,2047,more-molecule,0.0,1.0,bau-eu
HU,2048,more-molecule,0.0,1.0,bau-eu
HU,2049,more-molecule,0.0,1.0,bau-eu
HU,2050,more-molecule,0.0,1.0,bau-eu
IE,2019,more-molecule,824310.2321582115,1.0,bau-eu
IE,2020,more-molecule,824310.2321582115,1.0,bau-eu
IE,2021,more-molecule,824310.2321582115,1.0,bau-eu
IE,2022,more-molecule,824310.2321582115,1.0,bau-eu
IE,2023,more-molecule,824310.2321582115,1.0,bau-eu
IE,2024,more-molecule,824310.2321582115,1.0,bau-eu
IE,2025,more-molecule,779771.3579017926,0.9459683108144769,bau-eu
IE,2026,more-molecule,735232.4836453742,0.8919366216289543,bau-eu
IE,2027,more-molecule,690693.6093889556,0.8379049324434316,bau-eu
IE,2028,more-molecule,646154.7351325369,0.7838732432579086,bau-eu
IE,2029,more-molecule,601615.8608761183,0.7298415540723859,bau-eu
IE,2030,more-molecule,557076.9866196997,0.6758098648868631,bau-eu
IE,2031,more-molecule,524078.18723966164,0.6357778501275164,bau-eu
IE,2032,more-molecule,491079.38785962365,0.5957458353681697,bau-eu
IE,2033,more-molecule,458080.5884795856,0.555713820608823,bau-eu
IE,2034,more-molecule,425081.7890995477,0.5156818058494764,bau-eu
IE,2035,more-molecule,392082.9897195097,0.4756497910901298,bau-eu
IE,2036,more-molecule,359084.19033947156,0.43561777633078297,bau-eu
IE,2037,more-molecule,326085.39095943363,0.3955857615714364,bau-eu
IE,2038,more-molecule,293086.5915793956,0.3555537468120896,bau-eu
IE,2039,more-molecule,260087.79219935753,0.3155217320527429,bau-eu
IE,2040,more-molecule,227088.99281931962,0.2754897172933964,bau-eu
IE,2041,more-molecule,212827.15997306386,0.2581881816701937,bau-eu
IE,2042,more-molecule,198565.3271268082,0.24088664604699114,bau-eu
IE,2043,more-molecule,184303.49428055252,0.22358511042378856,bau-eu
IE,2044,more-molecule,170041.66143429687,0.20628357480058604,bau-eu
IE,2045,more-molecule,155779.8285880412,0.18898203917738346,bau-eu
IE,2046,more-molecule,141517.99574178553,0.1716805035541809,bau-eu
IE,2047,more-molecule,127256.16289552987,0.15437896793097836,bau-eu
IE,2048,more-molecule,112994.33004927414,0.13707743230777572,bau-eu
IE,2049,more-molecule,98732.4972030185,0.11977589668457321,bau-eu
IE,2050,more-molecule,84470.66435676285,0.10247436106137067,bau-eu
IT,2019,more-molecule,23058899.226139292,1.0,bau-eu
IT,2020,more-molecule,23058899.226139292,1.0,bau-eu
IT,2021,more-molecule,23058899.226139292,1.0,bau-eu
IT,2022,more-molecule,23058899.226139292,1.0,bau-eu
IT,2023,more-molecule,23058899.226139292,1.0,bau-eu
IT,2024,more-molecule,23058899.226139292,1.0,bau-eu
IT,2025,more-molecule,21812987.95019224,0.9459683108144771,bau-eu
IT,2026,more-molecule,20567076.674245194,0.8919366216289545,bau-eu
IT,2027,more-molecule,19321165.398298144,0.8379049324434318,bau-eu
IT,2028,more-molecule,18075254.122351088,0.7838732432579086,bau-eu
IT,2029,more-molecule,16829342.84640404,0.7298415540723859,bau-eu
IT,2030,more-molecule,15583431.57045699,0.6758098648868632,bau-eu
IT,2031,more-molecule,14660337.376301894,0.6357778501275165,bau-eu
IT,2032,more-molecule,13737243.182146795,0.5957458353681697,bau-eu
IT,2033,more-molecule,12814148.9879917,0.5557138206088231,bau-eu
IT,2034,more-molecule,11891054.793836605,0.5156818058494764,bau-eu
IT,2035,more-molecule,10967960.599681508,0.4756497910901297,bau-eu
IT,2036,more-molecule,10044866.405526413,0.4356177763307831,bau-eu
IT,2037,more-molecule,9121772.211371316,0.3955857615714363,bau-eu
IT,2038,more-molecule,8198678.0172162205,0.3555537468120897,bau-eu
IT,2039,more-molecule,7275583.8230611235,0.315521732052743,bau-eu
IT,2040,more-molecule,6352489.628906029,0.27548971729339633,bau-eu
IT,2041,more-molecule,5953535.26251314,0.2581881816701937,bau-eu
IT,2042,more-molecule,5554580.896120254,0.24088664604699114,bau-eu
IT,2043,more-molecule,5155626.529727368,0.22358511042378862,bau-eu
IT,2044,more-molecule,4756672.1633344805,0.20628357480058604,bau-eu
IT,2045,more-molecule,4357717.796941593,0.1889820391773835,bau-eu
IT,2046,more-molecule,3958763.4305487066,0.17168050355418094,bau-eu
IT,2047,more-molecule,3559809.06415582,0.15437896793097838,bau-eu
IT,2048,more-molecule,3160854.6977629317,0.13707743230777575,bau-eu
IT,2049,more-molecule,2761900.3313700454,0.11977589668457322,bau-eu
IT,2050,more-molecule,2362945.9649771587,0.10247436106137067,bau-eu
LT,2019,more-molecule,0.0,1.0,bau-eu
LT,2020,more-molecule,0.0,1.0,bau-eu
LT,2021,more-molecule,0.0,1.0,bau-eu
LT,2022,more-molecule,0.0,1.0,bau-eu
LT,2023,more-molecule,0.0,1.0,bau-eu
LT,2024,more-molecule,0.0,1.0,bau-eu
LT,2025,more-molecule,0.0,1.0,bau-eu
LT,2026,more-molecule,0.0,1.0,bau-eu
LT,2027,more-molecule,0.0,1.0,bau-eu
LT,2028,more-molecule,0.0,1.0,bau-eu
LT,2029,more-molecule,0.0,1.0,bau-eu
LT,2030,more-molecule,0.0,1.0,bau-eu
LT,2031,more-molecule,0.0,1.0,bau-eu
LT,2032,more-molecule,0.0,1.0,bau-eu
LT,2033,more-molecule,0.0,1.0,bau-eu
LT,2034,more-molecule,0.0,1.0,bau-eu
LT,2035,more-molecule,0.0,1.0,bau-eu
LT,2036,more-molecule,0.0,1.0,bau-eu
LT,2037,more-molecule,0.0,1.0,bau-eu
LT,2038,more-molecule,0.0,1.0,bau-eu
LT,2039,more-molecule,0.0,1.0,bau-eu
LT,2040,more-molecule,0.0,1.0,bau-eu
LT,2041,more-molecule,0.0,1.0,bau-eu
LT,2042,more-molecule,0.0,1.0,bau-eu
LT,2043,more-molecule,0.0,1.0,bau-eu
LT,2044,more-molecule,0.0,1.0,bau-eu
LT,2045,more-molecule,0.0,1.0,bau-eu
LT,2046,more-molecule,0.0,1.0,bau-eu
LT,2047,more-molecule,0.0,1.0,bau-eu
LT,2048,more-molecule,0.0,1.0,bau-eu
LT,2049,more-molecule,0.0,1.0,bau-eu
LT,2050,more-molecule,0.0,1.0,bau-eu
LU,2019,more-molecule,0.0,1.0,bau-eu
LU,2020,more-molecule,0.0,1.0,bau-eu
LU,2021,more-molecule,0.0,1.0,bau-eu
LU,2022,more-molecule,0.0,1.0,bau-eu
LU,2023,more-molecule,0.0,1.0,bau-eu
LU,2024,more-molecule,0.0,1.0,bau-eu
LU,2025,more-molecule,0.0,1.0,bau-eu
LU,2026,more-molecule,0.0,1.0,bau-eu
LU,2027,more-molecule,0.0,1.0,bau-eu
LU,2028,more-molecule,0.0,1.0,bau-eu
LU,2029,more-molecule,0.0,1.0,bau-eu
LU,2030,more-molecule,0.0,1.0,bau-eu
LU,2031,more-molecule,0.0,1.0,bau-eu
LU,2032,more-molecule,0.0,1.0,bau-eu
LU,2033,more-molecule,0.0,1.0,bau-eu
LU,2034,more-molecule,0.0,1.0,bau-eu
LU,2035,more-molecule,0.0,1.0,bau-eu
LU,2036,more-molecule,0.0,1.0,bau-eu
LU,2037,more-molecule,0.0,1.0,bau-eu
LU,2038,more-molecule,0.0,1.0,bau-eu
LU,2039,more-molecule,0.0,1.0,bau-eu
LU,2040,more-molecule,0.0,1.0,bau-eu
LU,2041,more-molecule,0.0,1.0,bau-eu
LU,2042,more-molecule,0.0,1.0,bau-eu
LU,2043,more-molecule,0.0,1.0,bau-eu
LU,2044,more-molecule,0.0,1.0,bau-eu
LU,2045,more-molecule,0.0,1.0,bau-eu
LU,2046,more-molecule,0.0,1.0,bau-eu
LU,2047,more-molecule,0.0,1.0,bau-eu
LU,2048,more-molecule,0.0,1.0,bau-eu
LU,2049,more-molecule,0.0,1.0,bau-eu
LU,2050,more-molecule,0.0,1.0,bau-eu
LV,2019,more-molecule,0.0,1.0,bau-eu
LV,2020,more-molecule,0.0,1.0,bau-eu
LV,2021,more-molecule,0.0,1.0,bau-eu
LV,2022,more-molecule,0.0,1.0,bau-eu
LV,2023,more-molecule,0.0,1.0,bau-eu
LV,2024,more-molecule,0.0,1.0,bau-eu
LV,2025,more-molecule,0.0,1.0,bau-eu
LV,2026,more-molecule,0.0,1.0,bau-eu
LV,2027,more-molecule,0.0,1.0,bau-eu
LV,2028,more-molecule,0.0,1.0,bau-eu
LV,2029,more-molecule,0.0,1.0,bau-eu
LV,2030,more-molecule,0.0,1.0,bau-eu
LV,2031,more-molecule,0.0,1.0,bau-eu
LV,2032,more-molecule,0.0,1.0,bau-eu
LV,2033,more-molecule,0.0,1.0,bau-eu
LV,2034,more-molecule,0.0,1.0,bau-eu
LV,2035,more-molecule,0.0,1.0,bau-eu
LV,2036,more-molecule,0.0,1.0,bau-eu
LV,2037,more-molecule,0.0,1.0,bau-eu
LV,2038,more-molecule,0.0,1.0,bau-eu
LV,2039,more-molecule,0.0,1.0,bau-eu
LV,2040,more-molecule,0.0,1.0,bau-eu
LV,2041,more-molecule,0.0,1.0,bau-eu
LV,2042,more-molecule,0.0,1.0,bau-eu
LV,2043,more-molecule,0.0,1.0,bau-eu
LV,2044,more-molecule,0.0,1.0,bau-eu
LV,2045,more-molecule,0.0,1.0,bau-eu
LV,2046,more-molecule,0.0,1.0,bau-eu
LV,2047,more-molecule,0.0,1.0,bau-eu
LV,2048,more-molecule,0.0,1.0,bau-eu
LV,2049,more-molecule,0.0,1.0,bau-eu
LV,2050,more-molecule,0.0,1.0,bau-eu
MT,2019,more-molecule,0.0,1.0,bau-eu
MT,2020,more-molecule,0.0,1.0,bau-eu
MT,2021,more-molecule,0.0,1.0,bau-eu
MT,2022,more-molecule,0.0,1.0,bau-eu
MT,2023,more-molecule,0.0,1.0,bau-eu
MT,2024,more-molecule,0.0,1.0,bau-eu
MT,2025,more-molecule,0.0,1.0,bau-eu
MT,2026,more-molecule,0.0,1.0,bau-eu
MT,2027,more-molecule,0.0,1.0,bau-eu
MT,2028,more-molecule,0.0,1.0,bau-eu
MT,2029,more-molecule,0.0,1.0,bau-eu
MT,2030,more-molecule,0.0,1.0,bau-eu
MT,2031,more-molecule,0.0,1.0,bau-eu
MT,2032,more-molecule,0.0,1.0,bau-eu
MT,2033,more-molecule,0.0,1.0,bau-eu
MT,2034,more-molecule,0.0,1.0,bau-eu
MT,2035,more-molecule,0.0,1.0,bau-eu
MT,2036,more-molecule,0.0,1.0,bau-eu
MT,2037,more-molecule,0.0,1.0,bau-eu
MT,2038,more-molecule,0.0,1.0,bau-eu
MT,2039,more-molecule,0.0,1.0,bau-eu
MT,2040,more-molecule,0.0,1.0,bau-eu
MT,2041,more-molecule,0.0,1.0,bau-eu
MT,2042,more-molecule,0.0,1.0,bau-eu
MT,2043,more-molecule,0.0,1.0,bau-eu
MT,2044,more-molecule,0.0,1.0,bau-eu
MT,2045,more-molecule,0.0,1.0,bau-eu
MT,2046,more-molecule,0.0,1.0,bau-eu
MT,2047,more-molecule,0.0,1.0,bau-eu
MT,2048,more-molecule,0.0,1.0,bau-eu
MT,2049,more-molecule,0.0,1.0,bau-eu
MT,2050,more-molecule,0.0,1.0,bau-eu
NL,2019,more-molecule,33422459.587274287,1.0,bau-eu
NL,2020,more-molecule,33422459.587274287,1.0,bau-eu
NL,2021,more-molecule,33422459.587274287,1.0,bau-eu
NL,2022,more-molecule,33422459.587274287,1.0,bau-eu
NL,2023,more-molecule,33422459.587274287,1.0,bau-eu
NL,2024,more-molecule,33422459.587274287,1.0,bau-eu
NL,2025,more-molecule,31616587.63903898,0.9459683108144771,bau-eu
NL,2026,more-molecule,29810715.690803684,0.8919366216289544,bau-eu
NL,2027,more-molecule,28004843.74256838,0.8379049324434316,bau-eu
NL,2028,more-molecule,26198971.794333074,0.7838732432579085,bau-eu
NL,2029,more-molecule,24393099.846097782,0.729841554072386,bau-eu
NL,2030,more-molecule,22587227.89786248,0.6758098648868631,bau-eu
NL,2031,more-molecule,21249259.502371043,0.6357778501275163,bau-eu
NL,2032,more-molecule,19911291.10687961,0.5957458353681696,bau-eu
NL,2033,more-molecule,18573322.711388182,0.555713820608823,bau-eu
NL,2034,more-molecule,17235354.31589675,0.5156818058494764,bau-eu
NL,2035,more-molecule,15897385.920405317,0.4756497910901297,bau-eu
NL,2036,more-molecule,14559417.524913883,0.43561777633078297,bau-eu
NL,2037,more-molecule,13221449.129422456,0.39558576157143643,bau-eu
NL,2038,more-molecule,11883480.73393102,0.3555537468120896,bau-eu
NL,2039,more-molecule,10545512.338439588,0.315521732052743,bau-eu
NL,2040,more-molecule,9207543.942948157,0.27548971729339633,bau-eu
NL,2041,more-molecule,8629284.067783881,0.2581881816701937,bau-eu
NL,2042,more-molecule,8051024.192619607,0.24088664604699114,bau-eu
NL,2043,more-molecule,7472764.317455334,0.22358511042378862,bau-eu
NL,2044,more-molecule,6894504.4422910595,0.20628357480058604,bau-eu
NL,2045,more-molecule,6316244.567126785,0.1889820391773835,bau-eu
NL,2046,more-molecule,5737984.691962511,0.1716805035541809,bau-eu
NL,2047,more-molecule,5159724.816798237,0.15437896793097836,bau-eu
NL,2048,more-molecule,4581464.941633962,0.13707743230777575,bau-eu
NL,2049,more-molecule,4003205.066469689,0.11977589668457322,bau-eu
NL,2050,more-molecule,3424945.1913054152,0.10247436106137067,bau-eu
PL,2019,more-molecule,1883472.4849527082,1.0,bau-eu
PL,2020,more-molecule,1883472.4849527082,1.0,bau-eu
PL,2021,more-molecule,1883472.4849527082,1.0,bau-eu
PL,2022,more-molecule,1883472.4849527082,1.0,bau-eu
PL,2023,more-molecule,1883472.4849527082,1.0,bau-eu
PL,2024,more-molecule,1883472.4849527082,1.0,bau-eu
PL,2025,more-molecule,1781705.2850562586,0.9459683108144769,bau-eu
PL,2026,more-molecule,1679938.0851598103,0.8919366216289544,bau-eu
PL,2027,more-molecule,1578170.885263361,0.8379049324434314,bau-eu
PL,2028,more-molecule,1476403.6853669118,0.7838732432579085,bau-eu
PL,2029,more-molecule,1374636.4854704628,0.7298415540723858,bau-eu
PL,2030,more-molecule,1272869.2855740138,0.675809864886863,bau-eu
PL,2031,more-molecule,1197470.0872575636,0.6357778501275163,bau-eu
PL,2032,more-molecule,1122070.8889411136,0.5957458353681697,bau-eu
PL,2033,more-molecule,1046671.6906246633,0.5557138206088229,bau-eu
PL,2034,more-molecule,971272.4923082135,0.5156818058494764,bau-eu
PL,2035,more-molecule,895873.2939917631,0.4756497910901297,bau-eu
PL,2036,more-molecule,820474.0956753128,0.43561777633078297,bau-eu
PL,2037,more-molecule,745074.8973588628,0.3955857615714364,bau-eu
PL,2038,more-molecule,669675.6990424125,0.35555374681208957,bau-eu
PL,2039,more-molecule,594276.5007259622,0.31552173205274286,bau-eu
PL,2040,more-molecule,518877.3024095122,0.27548971729339633,bau-eu
PL,2041,more-molecule,486290.336115781,0.2581881816701937,bau-eu
PL,2042,more-molecule,453703.3698220499,0.24088664604699117,bau-eu
PL,2043,more-molecule,421116.40352831874,0.22358511042378856,bau-eu
PL,2044,more-molecule,388529.4372345876,0.206283574800586,bau-eu
PL,2045,more-molecule,355942.4709408565,0.18898203917738346,bau-eu
PL,2046,more-molecule,323355.5046471254,0.1716805035541809,bau-eu
PL,2047,more-molecule,290768.53835339425,0.15437896793097836,bau-eu
PL,2048,more-molecule,258181.572059663,0.13707743230777572,bau-eu
PL,2049,more-molecule,225594.60576593198,0.11977589668457322,bau-eu
PL,2050,more-molecule,193007.63947220088,0.10247436106137069,bau-eu
PT,2019,more-molecule,493288.22012037825,1.0,bau-eu
PT,2020,more-molecule,493288.22012037825,1.0,bau-eu
PT,2021,more-molecule,493288.22012037825,1.0,bau-eu
PT,2022,more-molecule,493288.22012037825,1.0,bau-eu
PT,2023,more-molecule,493288.22012037825,1.0,bau-eu
PT,2024,more-molecule,493288.22012037825,1.0,bau-eu
PT,2025,more-molecule,466635.0243319541,0.945968310814477,bau-eu
PT,2026,more-molecule,439981.8285435302,0.8919366216289544,bau-eu
PT,2027,more-molecule,413328.63275510614,0.8379049324434316,bau-eu
PT,2028,more-molecule,386675.436966682,0.7838732432579086,bau-eu
PT,2029,more-molecule,360022.2411782581,0.729841554072386,bau-eu
PT,2030,more-molecule,333369.04538983403,0.6758098648868631,bau-eu
PT,2031,more-molecule,313621.7240813632,0.6357778501275164,bau-eu
PT,2032,more-molecule,293874.4027728923,0.5957458353681697,bau-eu
PT,2033,more-molecule,274127.08146442147,0.555713820608823,bau-eu
PT,2034,more-molecule,254379.7601559507,0.5156818058494764,bau-eu
PT,2035,more-molecule,234632.43884747985,0.4756497910901297,bau-eu
PT,2036,more-molecule,214885.11753900896,0.43561777633078297,bau-eu
PT,2037,more-molecule,195137.79623053817,0.3955857615714364,bau-eu
PT,2038,more-molecule,175390.4749220673,0.3555537468120896,bau-eu
PT,2039,more-molecule,155643.15361359646,0.3155217320527429,bau-eu
PT,2040,more-molecule,135895.83230512566,0.27548971729339633,bau-eu
PT,2041,more-molecule,127361.18859220672,0.2581881816701937,bau-eu
PT,2042,more-molecule,118826.54487928783,0.2408866460469912,bau-eu
PT,2043,more-molecule,110291.90116636892,0.22358511042378862,bau-eu
PT,2044,more-molecule,101757.25745345003,0.2062835748005861,bau-eu
PT,2045,more-molecule,93222.6137405311,0.18898203917738352,bau-eu
PT,2046,more-molecule,84687.97002761217,0.1716805035541809,bau-eu
PT,2047,more-molecule,76153.32631469326,0.15437896793097836,bau-eu
PT,2048,more-molecule,67618.68260177433,0.13707743230777575,bau-eu
PT,2049,more-molecule,59084.03888885544,0.11977589668457322,bau-eu
PT,2050,more-molecule,50549.39517593654,0.10247436106137069,bau-eu
RO,2019,more-molecule,0.0,1.0,bau-eu
RO,2020,more-molecule,0.0,1.0,bau-eu
RO,2021,more-molecule,0.0,1.0,bau-eu
RO,2022,more-molecule,0.0,1.0,bau-eu
RO,2023,more-molecule,0.0,1.0,bau-eu
RO,2024,more-molecule,0.0,1.0,bau-eu
RO,2025,more-molecule,0.0,1.0,bau-eu
RO,2026,more-molecule,0.0,1.0,bau-eu
RO,2027,more-molecule,0.0,1.0,bau-eu
RO,2028,more-molecule,0.0,1.0,bau-eu
RO,2029,more-molecule,0.0,1.0,bau-eu
RO,2030,more-molecule,0.0,1.0,bau-eu
RO,2031,more-molecule,0.0,1.0,bau-eu
RO,2032,more-molecule,0.0,1.0,bau-eu
RO,2033,more-molecule,0.0,1.0,bau-eu
RO,2034,more-molecule,0.0,1.0,bau-eu
RO,2035,more-molecule,0.0,1.0,bau-eu
RO,2036,more-molecule,0.0,1.0,bau-eu
RO,2037,more-molecule,0.0,1.0,bau-eu
RO,2038,more-molecule,0.0,1.0,bau-eu
RO,2039,more-molecule,0.0,1.0,bau-eu
RO,2040,more-molecule,0.0,1.0,bau-eu
RO,2041,more-molecule,0.0,1.0,bau-eu
RO,2042,more-molecule,0.0,1.0,bau-eu
RO,2043,more-molecule,0.0,1.0,bau-eu
RO,2044,more-molecule,0.0,1.0,bau-eu
RO,2045,more-molecule,0.0,1.0,bau-eu
RO,2046,more-molecule,0.0,1.0,bau-eu
RO,2047,more-molecule,0.0,1.0,bau-eu
RO,2048,more-molecule,0.0,1.0,bau-eu
RO,2049,more-molecule,0.0,1.0,bau-eu
RO,2050,more-molecule,0.0,1.0,bau-eu
SE,2019,more-molecule,22526710.5760963,1.0,bau-eu
SE,2020,more-molecule,22526710.5760963,1.0,bau-eu
SE,2021,more-molecule,22526710.5760963,1.0,bau-eu
SE,2022,more-molecule,22526710.5760963,1.0,bau-eu
SE,2023,more-molecule,22526710.5760963,1.0,bau-eu
SE,2024,more-molecule,22526710.5760963,1.0,bau-eu
SE,2025,more-molecule,21309554.35187643,0.945968310814477,bau-eu
SE,2026,more-molecule,20092398.127656568,0.8919366216289543,bau-eu
SE,2027,more-molecule,18875241.903436705,0.8379049324434316,bau-eu
SE,2028,more-molecule,17658085.679216836,0.7838732432579085,bau-eu
SE,2029,more-molecule,16440929.454996975,0.7298415540723859,bau-eu
SE,2030,more-molecule,15223773.23077711,0.6758098648868631,bau-eu
SE,2031,more-molecule,14321983.620515293,0.6357778501275164,bau-eu
SE,2032,more-molecule,13420194.010253474,0.5957458353681697,bau-eu
SE,2033,more-molecule,12518404.399991654,0.5557138206088229,bau-eu
SE,2034,more-molecule,11616614.78972984,0.5156818058494764,bau-eu
SE,2035,more-molecule,10714825.17946802,0.4756497910901297,bau-eu
SE,2036,more-molecule,9813035.5692062,0.4356177763307829,bau-eu
SE,2037,more-molecule,8911245.958944384,0.3955857615714363,bau-eu
SE,2038,more-molecule,8009456.348682566,0.3555537468120896,bau-eu
SE,2039,more-molecule,7107666.738420746,0.3155217320527429,bau-eu
SE,2040,more-molecule,6205877.128158931,0.27548971729339633,bau-eu
SE,2041,more-molecule,5816130.4426530255,0.2581881816701937,bau-eu
SE,2042,more-molecule,5426383.757147122,0.24088664604699117,bau-eu
SE,2043,more-molecule,5036637.071641219,0.22358511042378865,bau-eu
SE,2044,more-molecule,4646890.386135314,0.20628357480058604,bau-eu
SE,2045,more-molecule,4257143.700629409,0.18898203917738346,bau-eu
SE,2046,more-molecule,3867397.015123505,0.17168050355418088,bau-eu
SE,2047,more-molecule,3477650.3296176014,0.15437896793097836,bau-eu
SE,2048,more-molecule,3087903.6441116966,0.13707743230777575,bau-eu
SE,2049,more-molecule,2698156.9586057933,0.11977589668457322,bau-eu
SE,2050,more-molecule,2308410.2730998895,0.10247436106137067,bau-eu
SI,2019,more-molecule,0.0,1.0,bau-eu
SI,2020,more-molecule,0.0,1.0,bau-eu
SI,2021,more-molecule,0.0,1.0,bau-eu
SI,2022,more-molecule,0.0,1.0,bau-eu
SI,2023,more-molecule,0.0,1.0,bau-eu
SI,2024,more-molecule,0.0,1.0,bau-eu
SI,2025,more-molecule,0.0,1.0,bau-eu
SI,2026,more-molecule,0.0,1.0,bau-eu
SI,2027,more-molecule,0.0,1.0,bau-eu
SI,2028,more-molecule,0.0,1.0,bau-eu
SI,2029,more-molecule,0.0,1.0,bau-eu
SI,2030,more-molecule,0.0,1.0,bau-eu
SI,2031,more-molecule,0.0,1.0,bau-eu
SI,2032,more-molecule,0.0,1.0,bau-eu
SI,2033,more-molecule,0.0,1.0,bau-eu
SI,2034,more-molecule,0.0,1.0,bau-eu
SI,2035,more-molecule,0.0,1.0,bau-eu
SI,2036,more-molecule,0.0,1.0,bau-eu
SI,2037,more-molecule,0.0,1.0,bau-eu
SI,2038,more-molecule,0.0,1.0,bau-eu
SI,2039,more-molecule,0.0,1.0,bau-eu
SI,2040,more-molecule,0.0,1.0,bau-eu
SI,2041,more-molecule,0.0,1.0,bau-eu
SI,2042,more-molecule,0.0,1.0,bau-eu
SI,2043,more-molecule,0.0,1.0,bau-eu
SI,2044,more-molecule,0.0,1.0,bau-eu
SI,2045,more-molecule,0.0,1.0,bau-eu
SI,2046,more-molecule,0.0,1.0,bau-eu
SI,2047,more-molecule,0.0,1.0,bau-eu
SI,2048,more-molecule,0.0,1.0,bau-eu
SI,2049,more-molecule,0.0,1.0,bau-eu
SI,2050,more-molecule,0.0,1.0,bau-eu
SK,2019,more-molecule,0.0,1.0,bau-eu
SK,2020,more-molecule,0.0,1.0,bau-eu
SK,2021,more-molecule,0.0,1.0,bau-eu
SK,2022,more-molecule,0.0,1.0,bau-eu
SK,2023,more-molecule,0.0,1.0,bau-eu
SK,2024,more-molecule,0.0,1.0,bau-eu
SK,2025,more-molecule,0.0,1.0,bau-eu
SK,2026,more-molecule,0.0,1.0,bau-eu
SK,2027,more-molecule,0.0,1.0,bau-eu
SK,2028,more-molecule,0.0,1.0,bau-eu
SK,2029,more-molecule,0.0,1.0,bau-eu
SK,2030,more-molecule,0.0,1.0,bau-eu
SK,2031,more-molecule,0.0,1.0,bau-eu
SK,2032,more-molecule,0.0,1.0,bau-eu
SK,2033,more-molecule,0.0,1.0,bau-eu
SK,2034,more-molecule,0.0,1.0,bau-eu
SK,2035,more-molecule,0.0,1.0,bau-eu
SK,2036,more-molecule,0.0,1.0,bau-eu
SK,2037,more-molecule,0.0,1.0,bau-eu
SK,2038,more-molecule,0.0,1.0,bau-eu
SK,2039,more-molecule,0.0,1.0,bau-eu
SK,2040,more-molecule,0.0,1.0,bau-eu
SK,2041,more-molecule,0.0,1.0,bau-eu
SK,2042,more-molecule,0.0,1.0,bau-eu
SK,2043,more-molecule,0.0,1.0,bau-eu
SK,2044,more-molecule,0.0,1.0,bau-eu
SK,2045,more-molecule,0.0,1.0,bau-eu
SK,2046,more-molecule,0.0,1.0,bau-eu
SK,2047,more-molecule,0.0,1.0,bau-eu
SK,2048,more-molecule,0.0,1.0,bau-eu
SK,2049,more-molecule,0.0,1.0,bau-eu
SK,2050,more-molecule,0.0,1.0,bau-eu
AT,2019,max-electron,1668421.2381771277,1.0,decarbo-eu
AT,2020,max-electron,1668421.2381771277,1.0,decarbo-eu
AT,2021,max-electron,1668421.2381771277,1.0,decarbo-eu
AT,2022,max-electron,1668421.2381771277,1.0,decarbo-eu
AT,2023,max-electron,1668421.2381771277,1.0,decarbo-eu
AT,2024,max-electron,1668421.2381771277,1.0,decarbo-eu
AT,2025,max-electron,1581389.443163782,0.9478358384430335,decarbo-eu
AT,2026,max-electron,1494357.6481504366,0.8956716768860673,decarbo-eu
AT,2027,max-electron,1407325.853137091,0.843507515329101,decarbo-eu
AT,2028,max-electron,1320294.0581237453,0.7913433537721344,decarbo-eu
AT,2029,max-electron,1233262.2631104,0.7391791922151681,decarbo-eu
AT,2030,max-electron,1146230.4680970542,0.6870150306582017,decarbo-eu
AT,2031,max-electron,1075474.8862045298,0.6446063269846438,decarbo-eu
AT,2032,max-electron,1004719.3043120053,0.6021976233110858,decarbo-eu
AT,2033,max-electron,933963.7224194806,0.5597889196375276,decarbo-eu
AT,2034,max-electron,863208.1405269564,0.5173802159639699,decarbo-eu
AT,2035,max-electron,792452.5586344319,0.47497151229041196,decarbo-eu
AT,2036,max-electron,721696.9767419072,0.4325628086168538,decarbo-eu
AT,2037,max-electron,650941.3948493827,0.3901541049432959,decarbo-eu
AT,2038,max-electron,580185.8129568582,0.3477454012697379,decarbo-eu
AT,2039,max-electron,509430.2310643338,0.30533669759618,decarbo-eu
AT,2040,max-electron,438674.64917180926,0.26292799392262195,decarbo-eu
AT,2041,max-electron,410600.55801337806,0.24610125345922185,decarbo-eu
AT,2042,max-electron,382526.4668549469,0.22927451299582177,decarbo-eu
AT,2043,max-electron,354452.3756965158,0.2124477725324217,decarbo-eu
AT,2044,max-electron,326378.28453808476,0.19562103206902168,decarbo-eu
AT,2045,max-electron,298304.1933796537,0.17879429160562163,decarbo-eu
AT,2046,max-electron,270230.1022212224,0.16196755114222147,decarbo-eu
AT,2047,max-electron,242156.0110627913,0.14514081067882142,decarbo-eu
AT,2048,max-electron,214081.91990436014,0.12831407021542132,decarbo-eu
AT,2049,max-electron,186007.82874592912,0.1114873297520213,decarbo-eu
AT,2050,max-electron,157933.73758749792,0.09466058928862119,decarbo-eu
