country,year,refinery_scenario,refinery_activity,refinery_index,olefins_scenario
BE,2019,max-electron,16546990.627687015,1.0,decarbo-eu
BE,2020,max-electron,16546990.627687015,1.0,decarbo-eu
BE,2021,max-electron,16546990.627687015,1.0,decarbo-eu
BE,2022,max-electron,16546990.627687015,1.0,decarbo-eu
BE,2023,max-electron,16546990.627687015,1.0,decarbo-eu
BE,2024,max-electron,16546990.627687015,1.0,decarbo-eu
BE,2025,max-electron,15683830.735302743,0.9478358384430338,decarbo-eu
BE,2026,max-electron,14820670.842918469,0.8956716768860673,decarbo-eu
BE,2027,max-electron,13957510.950534195,0.843507515329101,decarbo-eu
BE,2028,max-electron,13094351.058149917,0.7913433537721344,decarbo-eu
BE,2029,max-electron,12231191.165765645,0.7391791922151681,decarbo-eu
BE,2030,max-electron,11368031.273381371,0.6870150306582017,decarbo-eu
BE,2031,max-electron,10666294.851162653,0.6446063269846439,decarbo-eu
BE,2032,max-electron,9964558.428943934,0.602197623311086,decarbo-eu
BE,2033,max-electron,9262822.00672521,0.5597889196375277,decarbo-eu
BE,2034,max-electron,8561085.584506493,0.5173802159639699,decarbo-eu
BE,2035,max-electron,7859349.1622877745,0.47497151229041196,decarbo-eu
BE,2036,max-electron,7157612.740069051,0.43256280861685376,decarbo-eu
BE,2037,max-electron,6455876.317850333,0.3901541049432959,decarbo-eu
BE,2038,max-electron,5754139.895631613,0.3477454012697379,decarbo-eu
BE,2039,max-electron,5052403.473412894,0.30533669759617993,decarbo-eu
BE,2040,max-electron,4350667.051194174,0.262927993922622,decarbo-eu
BE,2041,max-electron,4072235.1344517707,0.24610125345922187,decarbo-eu
BE,2042,max-electron,3793803.217709367,0.22927451299582174,decarbo-eu
BE,2043,max-electron,3515371.300966965,0.21244777253242172,decarbo-eu
BE,2044,max-electron,3236939.384224563,0.1956210320690217,decarbo-eu
BE,2045,max-electron,2958507.46748216,0.1787942916056216,decarbo-eu
BE,2046,max-electron,2680075.5507397563,0.1619675511422215,decarbo-eu
BE,2047,max-electron,2401643.6339973537,0.14514081067882145,decarbo-eu
BE,2048,max-electron,2123211.71725495,0.12831407021542132,decarbo-eu
BE,2049,max-electron,1844779.800512548,0.1114873297520213,decarbo-eu
BE,2050,max-electron,1566347.8837701448,0.0946605892886212,decarbo-eu
BG,2019,max-electron,2324679.8796216683,1.0,decarbo-eu
BG,2020,max-electron,2324679.8796216683,1.0,decarbo-eu
BG,2021,max-electron,2324679.8796216683,1.0,decarbo-eu
BG,2022,max-electron,2324679.8796216683,1.0,decarbo-eu
BG,2023,max-electron,2324679.8796216683,1.0,decarbo-eu
BG,2024,max-electron,2324679.8796216683,1.0,decarbo-eu
BG,2025,max-electron,2203414.9028128544,0.9478358384430337,decarbo-eu
BG,2026,max-electron,2082149.9260040405,0.8956716768860672,decarbo-eu
BG,2027,max-electron,1960884.949195227,0.843507515329101,decarbo-eu
BG,2028,max-electron,1839619.9723864126,0.7913433537721344,decarbo-eu
BG,2029,max-electron,1718354.9955775994,0.7391791922151683,decarbo-eu
BG,2030,max-electron,1597090.018768785,0.6870150306582017,decarbo-eu
BG,2031,max-electron,1498503.3586180275,0.6446063269846438,decarbo-eu
BG,2032,max-electron,1399916.69846727,0.602197623311086,decarbo-eu
BG,2033,max-electron,1301330.038316512,0.5597889196375279,decarbo-eu
BG,2034,max-electron,1202743.3781657543,0.5173802159639699,decarbo-eu
BG,2035,max-electron,1104156.7180149967,0.474971512290412,decarbo-eu
BG,2036,max-electron,1005570.0578642385,0.43256280861685387,decarbo-eu
BG,2037,max-electron,906983.3977134808,0.3901541049432959,decarbo-eu
BG,2038,max-electron,808396.737562723,0.3477454012697379,decarbo-eu
BG,2039,max-electron,709810.0774119655,0.30533669759618,decarbo-eu
BG,2040,max-electron,611223.4172612075,0.26292799392262195,decarbo-eu
BG,2041,max-electron,572106.6322663256,0.2461012534592219,decarbo-eu
BG,2042,max-electron,532989.8472714436,0.22927451299582177,decarbo-eu
BG,2043,max-electron,493873.0622765617,0.21244777253242172,decarbo-eu
BG,2044,max-electron,454756.2772816798,0.19562103206902168,decarbo-eu
BG,2045,max-electron,415639.4922867979,0.1787942916056216,decarbo-eu
BG,2046,max-electron,376522.7072919159,0.1619675511422215,decarbo-eu
BG,2047,max-electron,337405.92229703395,0.14514081067882142,decarbo-eu
BG,2048,max-electron,298289.13730215194,0.12831407021542132,decarbo-eu
BG,2049,max-electron,259172.3523072701,0.1114873297520213,decarbo-eu
BG,2050,max-electron,220055.56731238813,0.09466058928862121,decarbo-eu
CY,2019,max-electron,0.0,1.0,decarbo-eu
CY,2020,max-electron,0.0,1.0,decarbo-eu
CY,2021,max-electron,0.0,1.0,decarbo-eu
CY,2022,max-electron,0.0,1.0,decarbo-eu
CY,2023,max-electron,0.0,1.0,decarbo-eu
CY,2024,max-electron,0.0,1.0,decarbo-eu
CY,2025,max-electron,0.0,1.0,decarbo-eu
CY,2026,max-electron,0.0,1.0,decarbo-eu
CY,2027,max-electron,0.0,1.0,decarbo-eu
CY,2028,max-electron,0.0,1.0,decarbo-eu
CY,2029,max-electron,0.0,1.0,decarbo-eu
CY,2030,max-electron,0.0,1.0,decarbo-eu
CY,2031,max-electron,0.0,1.0,decarbo-eu
CY,2032,max-electron,0.0,1.0,decarbo-eu
CY,2033,max-electron,0.0,1.0,decarbo-eu
CY,2034,max-electron,0.0,1.0,decarbo-eu
CY,2035,max-electron,0.0,1.0,decarbo-eu
CY,2036,max-electron,0.0,1.0,decarbo-eu
CY,2037,max-electron,0.0,1.0,decarbo-eu
CY,2038,max-electron,0.0,1.0,decarbo-eu
CY,2039,max-electron,0.0,1.0,decarbo-eu
CY,2040,max-electron,0.0,1.0,decarbo-eu
CY,2041,max-electron,0.0,1.0,decarbo-eu
CY,2042,max-electron,0.0,1.0,decarbo-eu
CY,2043,max-electron,0.0,1.0,decarbo-eu
CY,2044,max-electron,0.0,1.0,decarbo-eu
CY,2045,max-electron,0.0,1.0,decarbo-eu
CY,2046,max-electron,0.0,1.0,decarbo-eu
CY,2047,max-electron,0.0,1.0,decarbo-eu
CY,2048,max-electron,0.0,1.0,decarbo-eu
CY,2049,max-electron,0.0,1.0,decarbo-eu
CY,2050,max-electron,0.0,1.0,decarbo-eu
CZ,2019,max-electron,1209801.9776440237,1.0,decarbo-eu
CZ,2020,max-electron,1209801.9776440237,1.0,decarbo-eu
CZ,2021,max-electron,1209801.9776440237,1.0,decarbo-eu
CZ,2022,max-electron,1209801.9776440237,1.0,decarbo-eu
CZ,2023,max-electron,1209801.9776440237,1.0,decarbo-eu
CZ,2024,max-electron,1209801.9776440237,1.0,decarbo-eu
CZ,2025,max-electron,1146693.6718302635,0.9478358384430337,decarbo-eu
CZ,2026,max-electron,1083585.3660165032,0.8956716768860673,decarbo-eu
CZ,2027,max-electron,1020477.060202743,0.843507515329101,decarbo-eu
CZ,2028,max-electron,957368.7543889824,0.7913433537721344,decarbo-eu
CZ,2029,max-electron,894260.4485752224,0.7391791922151681,decarbo-eu
CZ,2030,max-electron,831152.1427614621,0.6870150306582018,decarbo-eu
CZ,2031,max-electron,779846.0091878723,0.6446063269846438,decarbo-eu
CZ,2032,max-electron,728539.8756142826,0.602197623311086,decarbo-eu
CZ,2033,max-electron,677233.7420406926,0.5597889196375277,decarbo-eu
CZ,2034,max-electron,625927.608467103,0.51738021596397,decarbo-eu
CZ,2035,max-electron,574621.4748935131,0.47497151229041196,decarbo-eu
CZ,2036,max-electron,523315.3413199232,0.43256280861685387,decarbo-eu
CZ,2037,max-electron,472009.2077463334,0.39015410494329594,decarbo-eu
CZ,2038,max-electron,420703.07417274354,0.3477454012697379,decarbo-eu
CZ,2039,max-electron,369396.9405991538,0.30533669759618004,decarbo-eu
CZ,2040,max-electron,318090.8070255639,0.26292799392262195,decarbo-eu
CZ,2041,max-electron,297733.78313563974,0.24610125345922185,decarbo-eu
CZ,2042,max-electron,277376.75924571557,0.22927451299582174,decarbo-eu
CZ,2043,max-electron,257019.7353557915,0.21244777253242172,decarbo-eu
CZ,2044,max-electron,236662.7114658674,0.19562103206902168,decarbo-eu
CZ,2045,max-electron,216305.6875759433,0.17879429160562163,decarbo-eu
CZ,2046,max-electron,195948.66368601914,0.1619675511422215,decarbo-eu
CZ,2047,max-electron,175591.639796095,0.14514081067882142,decarbo-eu
CZ,2048,max-electron,155234.61590617086,0.12831407021542135,decarbo-eu
CZ,2049,max-electron,134877.59201624678,0.1114873297520213,decarbo-eu
CZ,2050,max-electron,114520.56812632261,0.0946605892886212,decarbo-eu
DE,2019,max-electron,74183146.94754945,1.0,decarbo-eu
DE,2020,max-electron,74183146.94754945,1.0,decarbo-eu
DE,2021,max-electron,74183146.94754945,1.0,decarbo-eu
DE,2022,max-electron,74183146.94754945,1.0,decarbo-eu
DE,2023,max-electron,74183146.94754945,1.0,decarbo-eu
DE,2024,max-electron,74183146.94754945,1.0,decarbo-eu
DE,2025,max-electron,70313445.2853733,0.9478358384430337,decarbo-eu
DE,2026,max-electron,66443743.62319715,0.8956716768860672,decarbo-eu
DE,2027,max-electron,62574041.96102101,0.843507515329101,decarbo-eu
DE,2028,max-electron,58704340.29884485,0.7913433537721344,decarbo-eu
DE,2029,max-electron,54834638.63666871,0.739179192215168,decarbo-eu
DE,2030,max-electron,50964936.974492565,0.6870150306582017,decarbo-eu
DE,2031,max-electron,47818925.87802194,0.6446063269846438,decarbo-eu
DE,2032,max-electron,44672914.78155131,0.6021976233110858,decarbo-eu
DE,2033,max-electron,41526903.68508067,0.5597889196375277,decarbo-eu
DE,2034,max-electron,38380892.588610046,0.5173802159639699,decarbo-eu
DE,2035,max-electron,35234881.492139414,0.4749715122904119,decarbo-eu
DE,2036,max-electron,32088870.395668775,0.4325628086168538,decarbo-eu
DE,2037,max-electron,28942859.299198147,0.3901541049432959,decarbo-eu
DE,2038,max-electron,25796848.202727515,0.3477454012697379,decarbo-eu
DE,2039,max-electron,22650837.106256887,0.30533669759618,decarbo-eu
DE,2040,max-electron,19504826.00978625,0.2629279939226219,decarbo-eu
DE,2041,max-electron,18256565.44934157,0.24610125345922187,decarbo-eu
DE,2042,max-electron,17008304.888896875,0.2292745129958217,decarbo-eu
DE,2043,max-electron,15760044.328452198,0.2124477725324217,decarbo-eu
DE,2044,max-electron,14511783.768007519,0.19562103206902168,decarbo-eu
DE,2045,max-electron,13263523.207562834,0.1787942916056216,decarbo-eu
DE,2046,max-electron,12015262.647118147,0.1619675511422215,decarbo-eu
DE,2047,max-electron,10767002.086673463,0.1451408106788214,decarbo-eu
DE,2048,max-electron,9518741.526228778,0.12831407021542132,decarbo-eu
DE,2049,max-electron,8270480.965784096,0.11148732975202127,decarbo-eu
DE,2050,max-electron,7022220.405339411,0.0946605892886212,decarbo-eu
DK,2019,max-electron,12999483.920894237,1.0,decarbo-eu
DK,2020,max-electron,12999483.920894237,1.0,decarbo-eu
DK,2021,max-electron,12999483.920894237,1.0,decarbo-eu
DK,2022,max-electron,12999483.920894237,1.0,decarbo-eu
DK,2023,max-electron,12999483.920894237,1.0,decarbo-eu
DK,2024,max-electron,12999483.920894237,1.0,decarbo-eu
DK,2025,max-electron,12321376.741487522,0.9478358384430334,decarbo-eu
DK,2026,max-electron,11643269.56208081,0.8956716768860673,decarbo-eu
DK,2027,max-electron,10965162.382674098,0.8435075153291011,decarbo-eu
DK,2028,max-electron,10287055.20326738,0.7913433537721344,decarbo-eu
DK,2029,max-electron,9608948.02386067,0.7391791922151683,decarbo-eu
DK,2030,max-electron,8930840.844453955,0.6870150306582018,decarbo-eu
DK,2031,max-electron,8379549.582943572,0.6446063269846439,decarbo-eu
DK,2032,max-electron,7828258.321433185,0.6021976233110858,decarbo-eu
DK,2033,max-electron,7276967.059922799,0.5597889196375277,decarbo-eu
DK,2034,max-electron,6725675.798412415,0.51738021596397,decarbo-eu
DK,2035,max-electron,6174384.53690203,0.47497151229041196,decarbo-eu
DK,2036,max-electron,5623093.275391643,0.43256280861685387,decarbo-eu
DK,2037,max-electron,5071802.013881258,0.3901541049432959,decarbo-eu
DK,2038,max-electron,4520510.752370873,0.3477454012697379,decarbo-eu
DK,2039,max-electron,3969219.490860488,0.30533669759618,decarbo-eu
DK,2040,max-electron,3417928.229350101,0.2629279939226219,decarbo-eu
DK,2041,max-electron,3199189.287255072,0.24610125345922187,decarbo-eu
DK,2042,max-electron,2980450.3451600415,0.22927451299582174,decarbo-eu
DK,2043,max-electron,2761711.4030650123,0.2124477725324217,decarbo-eu
DK,2044,max-electron,2542972.460969983,0.19562103206902168,decarbo-eu
DK,2045,max-electron,2324233.5188749535,0.1787942916056216,decarbo-eu
DK,2046,max-electron,2105494.5767799234,0.1619675511422215,decarbo-eu
DK,2047,max-electron,1886755.6346848938,0.14514081067882142,decarbo-eu
DK,2048,max-electron,1668016.6925898637,0.12831407021542132,decarbo-eu
DK,2049,max-electron,1449277.7504948345,0.11148732975202129,decarbo-eu
DK,2050,max-electron,1230538.8083998044,0.09466058928862119,decarbo-eu
EE,2019,max-electron,0.0,1.0,decarbo-eu
EE,2020,max-electron,0.0,1.0,decarbo-eu
EE,2021,max-electron,0.0,1.0,decarbo-eu
EE,2022,max-electron,0.0,1.0,decarbo-eu
EE,2023,max-electron,0.0,1.0,decarbo-eu
EE,2024,max-electron,0.0,1.0,decarbo-eu
EE,2025,max-electron,0.0,1.0,decarbo-eu
EE,2026,max-electron,0.0,1.0,decarbo-eu
EE,2027,max-electron,0.0,1.0,decarbo-eu
EE,2028,max-electron,0.0,1.0,decarbo-eu
EE,2029,max-electron,0.0,1.0,decarbo-eu
EE,2030,max-electron,0.0,1.0,decarbo-eu
EE,2031,max-electron,0.0,1.0,decarbo-eu
EE,2032,max-electron,0.0,1.0,decarbo-eu
EE,2033,max-electron,0.0,1.0,decarbo-eu
EE,2034,max-electron,0.0,1.0,decarbo-eu
EE,2035,max-electron,0.0,1.0,decarbo-eu
EE,2036,max-electron,0.0,1.0,decarbo-eu
EE,2037,max-electron,0.0,1.0,decarbo-eu
EE,2038,max-electron,0.0,1.0,decarbo-eu
EE,2039,max-electron,0.0,1.0,decarbo-eu
EE,2040,max-electron,0.0,1.0,decarbo-eu
EE,2041,max-electron,0.0,1.0,decarbo-eu
EE,2042,max-electron,0.0,1.0,decarbo-eu
EE,2043,max-electron,0.0,1.0,decarbo-eu
EE,2044,max-electron,0.0,1.0,decarbo-eu
EE,2045,max-electron,0.0,1.0,decarbo-eu
EE,2046,max-electron,0.0,1.0,decarbo-eu
EE,2047,max-electron,0.0,1.0,decarbo-eu
EE,2048,max-electron,0.0,1.0,decarbo-eu
EE,2049,max-electron,0.0,1.0,decarbo-eu
EE,2050,max-electron,0.0,1.0,decarbo-eu
ES,2019,max-electron,12396281.169389509,1.0,decarbo-eu
ES,2020,max-electron,12396281.169389509,1.0,decarbo-eu
ES,2021,max-electron,12396281.169389509,1.0,decarbo-eu
ES,2022,max-electron,12396281.169389509,1.0,decarbo-eu
ES,2023,max-electron,12396281.169389509,1.0,decarbo-eu
ES,2024,max-electron,12396281.169389509,1.0,decarbo-eu
ES,2025,max-electron,11749639.555763893,0.9478358384430335,decarbo-eu
ES,2026,max-electron,11102997.942138279,0.8956716768860672,decarbo-eu
ES,2027,max-electron,10456356.328512665,0.8435075153291008,decarbo-eu
ES,2028,max-electron,9809714.714887049,0.7913433537721344,decarbo-eu
ES,2029,max-electron,9163073.101261435,0.739179192215168,decarbo-eu
ES,2030,max-electron,8516431.487635821,0.6870150306582017,decarbo-eu
ES,2031,max-electron,7990721.272869077,0.6446063269846438,decarbo-eu
ES,2032,max-electron,7465011.05810233,0.6021976233110858,decarbo-eu
ES,2033,max-electron,6939300.843335581,0.5597889196375276,decarbo-eu
ES,2034,max-electron,6413590.6285688365,0.5173802159639699,decarbo-eu
ES,2035,max-electron,5887880.413802091,0.47497151229041196,decarbo-eu
ES,2036,max-electron,5362170.199035343,0.4325628086168538,decarbo-eu
ES,2037,max-electron,4836459.984268596,0.39015410494329583,decarbo-eu
ES,2038,max-electron,4310749.76950185,0.34774540126973785,decarbo-eu
ES,2039,max-electron,3785039.5547351046,0.30533669759618,decarbo-eu
ES,2040,max-electron,3259329.3399683572,0.2629279939226219,decarbo-eu
ES,2041,max-electron,3050740.3340197066,0.24610125345922185,decarbo-eu
ES,2042,max-electron,2842151.328071055,0.22927451299582172,decarbo-eu
ES,2043,max-electron,2633562.322122405,0.2124477725324217,decarbo-eu
ES,2044,max-electron,2424973.316173754,0.19562103206902165,decarbo-eu
ES,2045,max-electron,2216384.3102251035,0.17879429160562157,decarbo-eu
ES,2046,max-electron,2007795.3042764529,0.16196755114222153,decarbo-eu
ES,2047,max-electron,1799206.2983278017,0.14514081067882142,decarbo-eu
ES,2048,max-electron,1590617.2923791504,0.12831407021542132,decarbo-eu
ES,2049,max-electron,1382028.2864305002,0.11148732975202129,decarbo-eu
ES,2050,max-electron,1173439.2804818489,0.09466058928862117,decarbo-eu
FI,2019,max-electron,15932932.158211524,1.0,decarbo-eu
FI,2020,max-electron,15932932.158211524,1.0,decarbo-eu
FI,2021,max-electron,15932932.158211524,1.0,decarbo-eu
FI,2022,max-electron,15932932.158211524,1.0,decarbo-eu
FI,2023,max-electron,15932932.158211524,1.0,decarbo-eu
FI,2024,max-electron,15932932.158211524,1.0,decarbo-eu
FI,2025,max-electron,15101804.11103439,0.9478358384430334,decarbo-eu
FI,2026,max-electron,14270676.063857261,0.8956716768860672,decarbo-eu
FI,2027,max-electron,13439548.016680133,0.843507515329101,decarbo-eu
FI,2028,max-electron,12608419.969502999,0.7913433537721344,decarbo-eu
FI,2029,max-electron,11777291.92232587,0.7391791922151681,decarbo-eu
FI,2030,max-electron,10946163.875148736,0.6870150306582016,decarbo-eu
FI,2031,max-electron,10270468.876600245,0.6446063269846438,decarbo-eu
FI,2032,max-electron,9594773.87805175,0.602197623311086,decarbo-eu
FI,2033,max-electron,8919078.879503252,0.5597889196375277,decarbo-eu
FI,2034,max-electron,8243383.880954757,0.5173802159639698,decarbo-eu
FI,2035,max-electron,7567688.882406265,0.47497151229041196,decarbo-eu
FI,2036,max-electron,6891993.883857767,0.4325628086168538,decarbo-eu
FI,2037,max-electron,6216298.885309272,0.3901541049432959,decarbo-eu
FI,2038,max-electron,5540603.886760777,0.34774540126973785,decarbo-eu
FI,2039,max-electron,4864908.888212283,0.30533669759618,decarbo-eu
FI,2040,max-electron,4189213.8896637876,0.26292799392262195,decarbo-eu
FI,2041,max-electron,3921114.575416601,0.24610125345922185,decarbo-eu
FI,2042,max-electron,3653015.261169414,0.22927451299582174,decarbo-eu
FI,2043,max-electron,3384915.946922228,0.21244777253242167,decarbo-eu
FI,2044,max-electron,3116816.632675043,0.19562103206902165,decarbo-eu
FI,2045,max-electron,2848717.318427857,0.1787942916056216,decarbo-eu
FI,2046,max-electron,2580618.0041806707,0.1619675511422215,decarbo-eu
FI,2047,max-electron,2312518.6899334844,0.14514081067882142,decarbo-eu
FI,2048,max-electron,2044419.3756862977,0.12831407021542132,decarbo-eu
FI,2049,max-electron,1776320.0614391123,0.11148732975202129,decarbo-eu
FI,2050,max-electron,1508220.747191926,0.0946605892886212,decarbo-eu
FR,2019,max-electron,18499451.246775575,1.0,decarbo-eu
FR,2020,max-electron,18499451.246775575,1.0,decarbo-eu
FR,2021,max-electron,18499451.246775575,1.0,decarbo-eu
FR,2022,max-electron,18499451.246775575,1.0,decarbo-eu
FR,2023,max-electron,18499451.246775575,1.0,decarbo-eu
FR,2024,max-electron,18499451.246775575,1.0,decarbo-eu
FR,2025,max-electron,17534442.88322355,0.9478358384430335,decarbo-eu
FR,2026,max-electron,16569434.519671528,0.8956716768860673,decarbo-eu
FR,2027,max-electron,15604426.156119505,0.843507515329101,decarbo-eu
FR,2028,max-electron,14639417.792567477,0.7913433537721344,decarbo-eu
FR,2029,max-electron,13674409.429015456,0.7391791922151681,decarbo-eu
FR,2030,max-electron,12709401.06546343,0.6870150306582017,decarbo-eu
FR,2031,max-electron,11924863.319415493,0.6446063269846438,decarbo-eu
FR,2032,max-electron,11140325.573367555,0.6021976233110858,decarbo-eu
FR,2033,max-electron,10355787.827319615,0.5597889196375277,decarbo-eu
FR,2034,max-electron,9571250.08127168,0.51738021596397,decarbo-eu
FR,2035,max-electron,8786712.335223742,0.47497151229041196,decarbo-eu
FR,2036,max-electron,8002174.589175802,0.43256280861685387,decarbo-eu
FR,2037,max-electron,7217636.843127864,0.39015410494329594,decarbo-eu
FR,2038,max-electron,6433099.097079925,0.3477454012697379,decarbo-eu
FR,2039,max-electron,5648561.351031988,0.30533669759617993,decarbo-eu
FR,2040,max-electron,4864023.604984049,0.2629279939226219,decarbo-eu
FR,2041,max-electron,4552738.140139234,0.2461012534592219,decarbo-eu
FR,2042,max-electron,4241452.675294418,0.22927451299582177,decarbo-eu
FR,2043,max-electron,3930167.2104496025,0.2124477725324217,decarbo-eu
FR,2044,max-electron,3618881.745604788,0.19562103206902168,decarbo-eu
FR,2045,max-electron,3307596.280759972,0.1787942916056216,decarbo-eu
FR,2046,max-electron,2996310.815915156,0.1619675511422215,decarbo-eu
FR,2047,max-electron,2685025.3510703407,0.14514081067882142,decarbo-eu
FR,2048,max-electron,2373739.8862255244,0.1283140702154213,decarbo-eu
FR,2049,max-electron,2062454.42138071,0.1114873297520213,decarbo-eu
FR,2050,max-electron,1751168.9565358942,0.0946605892886212,decarbo-eu
GR,2019,max-electron,20491792.003439378,1.0,decarbo-eu
GR,2020,max-electron,20491792.003439378,1.0,decarbo-eu
GR,2021,max-electron,20491792.003439378,1.0,decarbo-eu
GR,2022,max-electron,20491792.003439378,1.0,decarbo-eu
GR,2023,max-electron,20491792.003439378,1.0,decarbo-eu
GR,2024,max-electron,20491792.003439378,1.0,decarbo-eu
GR,2025,max-electron,19422854.854780212,0.9478358384430335,decarbo-eu
GR,2026,max-electron,18353917.70612105,0.8956716768860672,decarbo-eu
GR,2027,max-electron,17284980.557461888,0.8435075153291008,decarbo-eu
GR,2028,max-electron,16216043.40880272,0.7913433537721343,decarbo-eu
GR,2029,max-electron,15147106.260143563,0.7391791922151683,decarbo-eu
GR,2030,max-electron,14078169.111484395,0.6870150306582017,decarbo-eu
GR,2031,max-electron,13209138.776670352,0.6446063269846437,decarbo-eu
GR,2032,max-electron,12340108.441856308,0.6021976233110858,decarbo-eu
GR,2033,max-electron,11471078.10704226,0.5597889196375277,decarbo-eu
GR,2034,max-electron,10602047.772228215,0.5173802159639698,decarbo-eu
GR,2035,max-electron,9733017.437414171,0.4749715122904119,decarbo-eu
GR,2036,max-electron,8863987.102600122,0.43256280861685376,decarbo-eu
GR,2037,max-electron,7994956.767786079,0.3901541049432959,decarbo-eu
GR,2038,max-electron,7125926.432972033,0.3477454012697379,decarbo-eu
GR,2039,max-electron,6256896.098157989,0.30533669759618,decarbo-eu
GR,2040,max-electron,5387865.763343941,0.26292799392262195,decarbo-eu
GR,2041,max-electron,5043055.6976720905,0.24610125345922187,decarbo-eu
GR,2042,max-electron,4698245.632000238,0.22927451299582174,decarbo-eu
GR,2043,max-electron,4353435.566328387,0.2124477725324217,decarbo-eu
GR,2044,max-electron,4008625.5006565363,0.19562103206902168,decarbo-eu
GR,2045,max-electron,3663815.434984685,0.1787942916056216,decarbo-eu
GR,2046,max-electron,3319005.369312833,0.1619675511422215,decarbo-eu
GR,2047,max-electron,2974195.303640981,0.1451408106788214,decarbo-eu
GR,2048,max-electron,2629385.2379691293,0.12831407021542132,decarbo-eu
GR,2049,max-electron,2284575.172297279,0.11148732975202129,decarbo-eu
GR,2050,max-electron,1939765.1066254273,0.0946605892886212,decarbo-eu
HR,2019,max-electron,0.0,1.0,decarbo-eu
HR,2020,max-electron,0.0,1.0,decarbo-eu
HR,2021,max-electron,0.0,1.0,decarbo-eu
HR,2022,max-electron,0.0,1.0,decarbo-eu
HR,2023,max-electron,0.0,1.0,decarbo-eu
HR,2024,max-electron,0.0,1.0,decarbo-eu
HR,2025,max-electron,0.0,1.0,decarbo-eu
HR,2026,max-electron,0.0,1.0,decarbo-eu
HR,2027,max-electron,0.0,1.0,decarbo-eu
HR,2028,max-electron,0.0,1.0,decarbo-eu
HR,2029,max-electron,0.0,1.0,decarbo-eu
HR,2030,max-electron,0.0,1.0,decarbo-eu
HR,2031,max-electron,0.0,1.0,decarbo-eu
HR,2032,max-electron,0.0,1.0,decarbo-eu
HR,2033,max-electron,0.0,1.0,decarbo-eu
HR,2034,max-electron,0.0,1.0,decarbo-eu
HR,2035,max-electron,0.0,1.0,decarbo-eu
HR,2036,max-electron,0.0,1.0,decarbo-eu
HR,2037,max-electron,0.0,1.0,decarbo-eu
HR,2038,max-electron,0.0,1.0,decarbo-eu
HR,2039,max-electron,0.0,1.0,decarbo-eu
HR,2040,max-electron,0.0,1.0,decarbo-eu
HR,2041,max-electron,0.0,1.0,decarbo-eu
HR,2042,max-electron,0.0,1.0,decarbo-eu
HR,2043,max-electron,0.0,1.0,decarbo-eu
HR,2044,max-electron,0.0,1.0,decarbo-eu
HR,2045,max-electron,0.0,1.0,decarbo-eu
HR,2046,max-electron,0.0,1.0,decarbo-eu
HR,2047,max-electron,0.0,1.0,decarbo-eu
HR,2048,max-electron,0.0,1.0,decarbo-eu
HR,2049,max-electron,0.0,1.0,decarbo-eu
HR,2050,max-electron,0.0,1.0,decarbo-eu
HU,2019,max-electron,0.0,1.0,decarbo-eu
HU,2020,max-electron,0.0,1.0,decarbo-eu
HU,2021,max-electron,0.0,1.0,decarbo-eu
HU,2022,max-electron,0.0,1.0,decarbo-eu
HU,2023,max-electron,0.0,1.0,decarbo-eu
HU,2024,max-electron,0.0,1.0,decarbo-eu
HU,2025,max-electron,0.0,1.0,decarbo-eu
HU,2026,max-electron,0.0,1.0,decarbo-eu
HU,2027,max-electron,0.0,1.0,decarbo-eu
HU,2028,max-electron,0.0,1.0,decarbo-eu
HU,2029,max-electron,0.0,1.0,decarbo-eu
HU,2030,max-electron,0.0,1.0,decarbo-eu
HU,2031,max-electron,0.0,1.0,decarbo-eu
HU,2032,max-electron,0.0,1.0,decarbo-eu
HU,2033,max-electron,0.0,1.0,decarbo-eu
HU,2034,max-electron,0.0,1.0,decarbo-eu
HU,2035,max-electron,0.0,1.0,decarbo-eu
HU,2036,max-electron,0.0,1.0,decarbo-eu
HU,2037,max-electron,0.0,1.0,decarbo-eu
HU,2038,max-electron,0.0,1.0,decarbo-eu
HU,2039,max-electron,0.0,1.0,decarbo-eu
HU,2040,max-electron,0.0,1.0,decarbo-eu
HU,2041,max-electron,0.0,1.0,decarbo-eu
HU,2042,max-electron,0.0,1.0,decarbo-eu
HU,2043,max-electron,0.0,1.0,decarbo-eu
HU,2044,max-electron,0.0,1.0,decarbo-eu
HU,2045,max-electron,0.0,1.0,decarbo-eu
HU,2046,max-electron,0.0,1.0,decarbo-eu
HU,2047,max-electron,0.0,1.0,decarbo-eu
HU,2048,max-electron,0.0,1.0,decarbo-eu
HU,2049,max-electron,0.0,1.0,decarbo-eu
HU,2050,max-electron,0.0,1.0,decarbo-eu
IE,2019,max-electron,824310.2321582115,1.0,decarbo-eu
IE,2020,max-electron,824310.2321582115,1.0,decarbo-eu
IE,2021,max-electron,824310.2321582115,1.0,decarbo-eu
IE,2022,max-electron,824310.2321582115,1.0,decarbo-eu
IE,2023,max-electron,824310.2321582115,1.0,decarbo-eu
IE,2024,max-electron,824310.2321582115,1.0,decarbo-eu
IE,2025,max-electron,781310.78003485,0.9478358384430334,decarbo-eu
IE,2026,max-electron,738311.3279114887,0.8956716768860672,decarbo-eu
IE,2027,max-electron,695311.8757881274,0.8435075153291011,decarbo-eu
IE,2028,max-electron,652312.4236647658,0.7913433537721344,decarbo-eu
