DATAFLOW,LAST UPDATE,freq,nrg_bal,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,European Union - 27 countries (from 2020),2025-02,2976.069,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,European Union - 27 countries (from 2020),2025-03,3548.142,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,European Union - 27 countries (from 2020),2025-04,3883.995,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,European Union - 27 countries (from 2020),2025-05,4270.321,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,European Union - 27 countries (from 2020),2025-06,4444.230,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,European Union - 27 countries (from 2020),2025-07,4785.223,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,European Union - 27 countries (from 2020),2025-08,4759.435,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,European Union - 27 countries (from 2020),2025-09,4466.118,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,European Union - 27 countries (from 2020),2025-11,3558.463,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Finland,2024-12,71.000,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Finland,2025-01,64.000,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Finland,2025-02,58.000,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Finland,2025-03,63.000,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Finland,2025-04,61.000,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Finland,2025-05,69.000,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Finland,2025-06,67.000,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Finland,2025-07,69.000,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Finland,2025-08,71.000,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Finland,2025-09,74.000,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Finland,2025-10,66.000,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Finland,2025-11,62.000,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,France,2024-12,590.000,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,France,2025-01,581.000,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,France,2025-02,532.000,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,France,2025-03,605.000,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,France,2025-04,646.000,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,France,2025-05,680.000,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,France,2025-06,684.000,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,France,2025-07,747.000,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,France,2025-08,745.000,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,France,2025-09,687.000,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,France,2025-10,700.000,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,France,2025-11,588.000,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Georgia,2024-12,17.562,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Georgia,2025-01,12.091,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Georgia,2025-02,16.243,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Georgia,2025-03,17.725,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Georgia,2025-04,13.735,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Georgia,2025-05,18.238,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Georgia,2025-06,13.395,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Georgia,2025-07,30.739,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Georgia,2025-08,24.314,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Georgia,2025-09,15.331,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Georgia,2025-10,32.223,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Georgia,2025-11,23.785,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Croatia,2024-12,13.497,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Croatia,2025-01,7.690,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Croatia,2025-02,6.800,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Croatia,2025-03,9.900,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Croatia,2025-04,7.700,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Croatia,2025-05,34.700,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Croatia,2025-06,33.000,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Croatia,2025-07,37.100,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Croatia,2025-08,39.100,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Croatia,2025-09,33.500,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Croatia,2025-10,25.000,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Croatia,2025-11,19.500,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Hungary,2024-12,32.000,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Hungary,2025-01,29.000,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Hungary,2025-02,26.900,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Hungary,2025-03,35.900,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Hungary,2025-04,35.300,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Hungary,2025-05,36.900,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Hungary,2025-06,39.800,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Hungary,2025-07,32.800,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Hungary,2025-08,36.400,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Hungary,2025-09,39.100,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Hungary,2025-10,46.800,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Hungary,2025-11,32.900,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Ireland,2024-12,71.155,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Ireland,2025-01,61.529,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Ireland,2025-02,57.713,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Ireland,2025-03,78.842,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Ireland,2025-04,95.686,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Ireland,2025-05,114.237,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Ireland,2025-06,113.876,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Ireland,2025-07,123.231,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Ireland,2025-08,120.638,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Ireland,2025-09,105.551,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Ireland,2025-10,112.539,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Ireland,2025-11,74.294,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Italy,2024-12,376.980,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Italy,2025-01,319.054,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Italy,2025-02,297.705,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Italy,2025-03,370.767,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Italy,2025-04,417.879,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Italy,2025-05,459.868,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Italy,2025-06,490.447,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Italy,2025-07,483.625,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Italy,2025-08,512.907,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Italy,2025-09,489.153,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Italy,2025-11,346.516,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Lithuania,2024-12,8.300,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Lithuania,2025-01,8.600,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Lithuania,2025-02,9.200,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Lithuania,2025-03,11.100,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Lithuania,2025-04,11.500,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Lithuania,2025-05,13.900,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Lithuania,2025-06,13.300,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Lithuania,2025-07,11.500,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Lithuania,2025-08,13.200,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Lithuania,2025-09,13.100,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Lithuania,2025-10,9.500,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Lithuania,2025-11,9.100,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Luxembourg,2024-12,57.962,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Luxembourg,2025-01,44.299,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Luxembourg,2025-02,40.131,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Luxembourg,2025-03,49.223,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Luxembourg,2025-04,48.522,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Luxembourg,2025-05,46.287,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Luxembourg,2025-06,48.544,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Luxembourg,2025-07,51.954,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Luxembourg,2025-08,51.599,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Luxembourg,2025-09,50.261,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Luxembourg,2025-10,50.159,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Luxembourg,2025-11,48.692,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Latvia,2024-12,5.170,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Latvia,2025-01,8.908,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Latvia,2025-02,8.039,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Latvia,2025-03,10.403,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Latvia,2025-04,10.269,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Latvia,2025-05,11.594,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Latvia,2025-06,12.135,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Latvia,2025-07,11.708,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Latvia,2025-08,11.662,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Latvia,2025-09,11.899,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Latvia,2025-10,11.898,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Latvia,2025-11,10.533,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Moldova,2024-12,4.200,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Moldova,2025-01,4.700,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Moldova,2025-02,4.300,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Moldova,2025-03,4.700,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Moldova,2025-04,5.300,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Moldova,2025-05,7.500,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Moldova,2025-06,9.200,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Moldova,2025-07,10.500,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Moldova,2025-08,11.000,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Moldova,2025-11,6.200,,
ESTAT:NRG_CB_OILM(1.0),27/02/26 23:00:00,Monthly,Gross inland deliveries - observed,Kerosene-type jet fuel (excluding biofuel portion),Thousand tonnes,Montenegro,2024-12,0.958,,
