country,base_scenario,scenario,year,nh3_consumption_t,nh3_domestic_t,nh3_imported_t,nh3_domestic_ch4_to_h2_to_nh3_t,nh3_domestic_h2_to_nh3_t,h2_demand_network_t,h2_produced_onsite_t,nh3_core_t,nh3_maritime_t,ch4_demand_for_h2_t,ch4_demand_for_nh3_t,hb_electricity_mwh,domestic_share,h2_route_share_of_domestic
AT,DE,import-eu-nh3,2019,455000.0,455000.0,0.0,455000.0,0.0,0.0,81900.0,455000.0,0.0,215526.3157894737,215526.3157894737,448275.1,1.0,0.0
AT,DE,import-eu-nh3,2020,455000.0,455000.0,0.0,455000.0,0.0,0.0,81900.0,455000.0,0.0,215526.3157894737,215526.3157894737,448275.1,1.0,0.0
AT,DE,import-eu-nh3,2021,455000.0,455000.0,0.0,455000.0,0.0,0.0,81900.0,455000.0,0.0,215526.3157894737,215526.3157894737,448275.1,1.0,0.0
AT,DE,import-eu-nh3,2022,455000.0,455000.0,0.0,455000.0,0.0,0.0,81900.0,455000.0,0.0,215526.3157894737,215526.3157894737,448275.1,1.0,0.0
AT,DE,import-eu-nh3,2023,455000.0,455000.0,0.0,455000.0,0.0,0.0,81900.0,455000.0,0.0,215526.3157894737,215526.3157894737,448275.1,1.0,0.0
AT,DE,import-eu-nh3,2024,455000.0,455000.0,0.0,455000.0,0.0,0.0,81900.0,455000.0,0.0,215526.3157894737,215526.3157894737,448275.1,0.9285714285714286,0.0
AT,DE,import-eu-nh3,2025,455000.0,455000.0,0.0,455000.0,0.0,0.0,81900.0,455000.0,0.0,215526.3157894737,215526.3157894737,448275.1,0.9285714285714286,0.0
AT,DE,import-eu-nh3,2026,455000.0,455000.0,0.0,455000.0,0.0,0.0,81900.0,455000.0,0.0,215526.3157894737,215526.3157894737,448275.1,0.9285714285714286,0.0
AT,DE,import-eu-nh3,2027,455000.0,455000.0,0.0,455000.0,0.0,0.0,81900.0,455000.0,0.0,215526.3157894737,215526.3157894737,448275.1,0.9285714285714286,0.0
AT,DE,import-eu-nh3,2028,455000.0,455000.0,0.0,455000.0,0.0,0.0,81900.0,455000.0,0.0,215526.3157894737,215526.3157894737,448275.1,0.9285714285714286,0.0
AT,DE,import-eu-nh3,2029,455000.0,455000.0,0.0,455000.0,0.0,0.0,81900.0,455000.0,0.0,215526.3157894737,215526.3157894737,448275.1,0.8571428571428572,0.0
AT,DE,import-eu-nh3,2030,455000.0,455000.0,0.0,455000.0,0.0,0.0,81900.0,455000.0,0.0,215526.3157894737,215526.3157894737,448275.1,0.8571428571428572,0.0
AT,DE,import-eu-nh3,2031,455000.0,455000.0,0.0,455000.0,0.0,0.0,81900.0,455000.0,0.0,215526.3157894737,215526.3157894737,448275.1,0.8571428571428572,0.0
AT,DE,import-eu-nh3,2032,455000.0,455000.0,0.0,455000.0,0.0,0.0,81900.0,455000.0,0.0,215526.3157894737,215526.3157894737,448275.1,0.8571428571428572,0.0
AT,DE,import-eu-nh3,2033,455000.0,455000.0,0.0,455000.0,0.0,0.0,81900.0,455000.0,0.0,215526.3157894737,215526.3157894737,448275.1,0.8571428571428572,0.0
AT,DE,import-eu-nh3,2034,455000.0,455000.0,0.0,455000.0,0.0,0.0,81900.0,455000.0,0.0,215526.3157894737,215526.3157894737,448275.1,0.7857142857142857,0.0
AT,DE,import-eu-nh3,2035,455000.0,455000.0,0.0,341250.0,113750.0,20475.0,61425.0,455000.0,0.0,161644.73684210528,161644.73684210528,448275.1,0.7857142857142857,0.25
AT,DE,import-eu-nh3,2036,455000.0,455000.0,0.0,341250.0,113750.0,20475.0,61425.0,455000.0,0.0,161644.73684210528,161644.73684210528,448275.1,0.7857142857142857,0.25
AT,DE,import-eu-nh3,2037,455000.0,455000.0,0.0,341250.0,113750.0,20475.0,61425.0,455000.0,0.0,161644.73684210528,161644.73684210528,448275.1,0.7857142857142857,0.25
AT,DE,import-eu-nh3,2038,455000.0,455000.0,0.0,341250.0,113750.0,20475.0,61425.0,455000.0,0.0,161644.73684210528,161644.73684210528,448275.1,0.7857142857142857,0.25
AT,DE,import-eu-nh3,2039,455000.0,455000.0,0.0,341250.0,113750.0,20475.0,61425.0,455000.0,0.0,161644.73684210528,161644.73684210528,448275.1,0.7142857142857143,0.25
AT,DE,import-eu-nh3,2040,455000.0,455000.0,0.0,227500.0,227500.0,40950.0,40950.0,455000.0,0.0,107763.15789473685,107763.15789473685,448275.1,0.7142857142857143,0.5
AT,DE,import-eu-nh3,2041,455000.0,455000.0,0.0,227500.0,227500.0,40950.0,40950.0,455000.0,0.0,107763.15789473685,107763.15789473685,448275.1,0.7142857142857143,0.5
AT,DE,import-eu-nh3,2042,455000.0,455000.0,0.0,227500.0,227500.0,40950.0,40950.0,455000.0,0.0,107763.15789473685,107763.15789473685,448275.1,0.7142857142857143,0.5
AT,DE,import-eu-nh3,2043,455000.0,455000.0,0.0,227500.0,227500.0,40950.0,40950.0,455000.0,0.0,107763.15789473685,107763.15789473685,448275.1,0.7142857142857143,0.5
AT,DE,import-eu-nh3,2044,455000.0,455000.0,0.0,227500.0,227500.0,40950.0,40950.0,455000.0,0.0,107763.15789473685,107763.15789473685,448275.1,0.6428571428571428,0.5
AT,DE,import-eu-nh3,2045,455000.0,455000.0,0.0,113750.0,341250.0,61425.0,20475.0,455000.0,0.0,53881.57894736843,53881.57894736843,448275.1,0.6428571428571428,0.75
AT,DE,import-eu-nh3,2046,455000.0,455000.0,0.0,113750.0,341250.0,61425.0,20475.0,455000.0,0.0,53881.57894736843,53881.57894736843,448275.1,0.6428571428571428,0.75
AT,DE,import-eu-nh3,2047,455000.0,455000.0,0.0,113750.0,341250.0,61425.0,20475.0,455000.0,0.0,53881.57894736843,53881.57894736843,448275.1,0.6428571428571428,0.75
AT,DE,import-eu-nh3,2048,455000.0,455000.0,0.0,113750.0,341250.0,61425.0,20475.0,455000.0,0.0,53881.57894736843,53881.57894736843,448275.1,0.6428571428571428,0.75
AT,DE,import-eu-nh3,2049,455000.0,455000.0,0.0,113750.0,341250.0,61425.0,20475.0,455000.0,0.0,53881.57894736843,53881.57894736843,448275.1,0.5714285714285714,0.75
AT,DE,import-eu-nh3,2050,455000.0,455000.0,0.0,0.0,455000.0,81900.0,0.0,455000.0,0.0,0.0,0.0,448275.1,0.5,1.0
AT,GA,import-eu-nh3,2019,455000.0,455000.0,0.0,455000.0,0.0,0.0,81900.0,455000.0,0.0,215526.3157894737,215526.3157894737,448275.1,1.0,0.0
AT,GA,import-eu-nh3,2020,455000.0,455000.0,0.0,455000.0,0.0,0.0,81900.0,455000.0,0.0,215526.3157894737,215526.3157894737,448275.1,1.0,0.0
AT,GA,import-eu-nh3,2021,455000.0,455000.0,0.0,455000.0,0.0,0.0,81900.0,455000.0,0.0,215526.3157894737,215526.3157894737,448275.1,1.0,0.0
AT,GA,import-eu-nh3,2022,455000.0,455000.0,0.0,455000.0,0.0,0.0,81900.0,455000.0,0.0,215526.3157894737,215526.3157894737,448275.1,1.0,0.0
AT,GA,import-eu-nh3,2023,455000.0,455000.0,0.0,455000.0,0.0,0.0,81900.0,455000.0,0.0,215526.3157894737,215526.3157894737,448275.1,1.0,0.0
AT,GA,import-eu-nh3,2024,455000.0,455000.0,0.0,455000.0,0.0,0.0,81900.0,455000.0,0.0,215526.3157894737,215526.3157894737,448275.1,0.9285714285714286,0.0
AT,GA,import-eu-nh3,2025,455000.0,455000.0,0.0,455000.0,0.0,0.0,81900.0,455000.0,0.0,215526.3157894737,215526.3157894737,448275.1,0.9285714285714286,0.0
AT,GA,import-eu-nh3,2026,455000.0,455000.0,0.0,455000.0,0.0,0.0,81900.0,455000.0,0.0,215526.3157894737,215526.3157894737,448275.1,0.9285714285714286,0.0
AT,GA,import-eu-nh3,2027,455000.0,455000.0,0.0,455000.0,0.0,0.0,81900.0,455000.0,0.0,215526.3157894737,215526.3157894737,448275.1,0.9285714285714286,0.0
AT,GA,import-eu-nh3,2028,455000.0,455000.0,0.0,455000.0,0.0,0.0,81900.0,455000.0,0.0,215526.3157894737,215526.3157894737,448275.1,0.9285714285714286,0.0
AT,GA,import-eu-nh3,2029,455000.0,455000.0,0.0,455000.0,0.0,0.0,81900.0,455000.0,0.0,215526.3157894737,215526.3157894737,448275.1,0.8571428571428572,0.0
AT,GA,import-eu-nh3,2030,455000.0,455000.0,0.0,455000.0,0.0,0.0,81900.0,455000.0,0.0,215526.3157894737,215526.3157894737,448275.1,0.8571428571428572,0.0
AT,GA,import-eu-nh3,2031,455000.0,455000.0,0.0,455000.0,0.0,0.0,81900.0,455000.0,0.0,215526.3157894737,215526.3157894737,448275.1,0.8571428571428572,0.0
AT,GA,import-eu-nh3,2032,455000.0,455000.0,0.0,455000.0,0.0,0.0,81900.0,455000.0,0.0,215526.3157894737,215526.3157894737,448275.1,0.8571428571428572,0.0
AT,GA,import-eu-nh3,2033,455000.0,455000.0,0.0,455000.0,0.0,0.0,81900.0,455000.0,0.0,215526.3157894737,215526.3157894737,448275.1,0.8571428571428572,0.0
AT,GA,import-eu-nh3,2034,455000.0,455000.0,0.0,455000.0,0.0,0.0,81900.0,455000.0,0.0,215526.3157894737,215526.3157894737,448275.1,0.7857142857142857,0.0
AT,GA,import-eu-nh3,2035,455000.0,455000.0,0.0,341250.0,113750.0,20475.0,61425.0,455000.0,0.0,161644.73684210528,161644.73684210528,448275.1,0.7857142857142857,0.25
AT,GA,import-eu-nh3,2036,455000.0,455000.0,0.0,341250.0,113750.0,20475.0,61425.0,455000.0,0.0,161644.73684210528,161644.73684210528,448275.1,0.7857142857142857,0.25
AT,GA,import-eu-nh3,2037,455000.0,455000.0,0.0,341250.0,113750.0,20475.0,61425.0,455000.0,0.0,161644.73684210528,161644.73684210528,448275.1,0.7857142857142857,0.25
AT,GA,import-eu-nh3,2038,455000.0,455000.0,0.0,341250.0,113750.0,20475.0,61425.0,455000.0,0.0,161644.73684210528,161644.73684210528,448275.1,0.7857142857142857,0.25
AT,GA,import-eu-nh3,2039,455000.0,455000.0,0.0,341250.0,113750.0,20475.0,61425.0,455000.0,0.0,161644.73684210528,161644.73684210528,448275.1,0.7142857142857143,0.25
AT,GA,import-eu-nh3,2040,455000.0,455000.0,0.0,227500.0,227500.0,40950.0,40950.0,455000.0,0.0,107763.15789473685,107763.15789473685,448275.1,0.7142857142857143,0.5
AT,GA,import-eu-nh3,2041,455000.0,455000.0,0.0,227500.0,227500.0,40950.0,40950.0,455000.0,0.0,107763.15789473685,107763.15789473685,448275.1,0.7142857142857143,0.5
AT,GA,import-eu-nh3,2042,455000.0,455000.0,0.0,227500.0,227500.0,40950.0,40950.0,455000.0,0.0,107763.15789473685,107763.15789473685,448275.1,0.7142857142857143,0.5
AT,GA,import-eu-nh3,2043,455000.0,455000.0,0.0,227500.0,227500.0,40950.0,40950.0,455000.0,0.0,107763.15789473685,107763.15789473685,448275.1,0.7142857142857143,0.5
AT,GA,import-eu-nh3,2044,455000.0,455000.0,0.0,227500.0,227500.0,40950.0,40950.0,455000.0,0.0,107763.15789473685,107763.15789473685,448275.1,0.6428571428571428,0.5
AT,GA,import-eu-nh3,2045,455000.0,455000.0,0.0,113750.0,341250.0,61425.0,20475.0,455000.0,0.0,53881.57894736843,53881.57894736843,448275.1,0.6428571428571428,0.75
AT,GA,import-eu-nh3,2046,455000.0,455000.0,0.0,113750.0,341250.0,61425.0,20475.0,455000.0,0.0,53881.57894736843,53881.57894736843,448275.1,0.6428571428571428,0.75
AT,GA,import-eu-nh3,2047,455000.0,455000.0,0.0,113750.0,341250.0,61425.0,20475.0,455000.0,0.0,53881.57894736843,53881.57894736843,448275.1,0.6428571428571428,0.75
AT,GA,import-eu-nh3,2048,455000.0,455000.0,0.0,113750.0,341250.0,61425.0,20475.0,455000.0,0.0,53881.57894736843,53881.57894736843,448275.1,0.6428571428571428,0.75
AT,GA,import-eu-nh3,2049,455000.0,455000.0,0.0,113750.0,341250.0,61425.0,20475.0,455000.0,0.0,53881.57894736843,53881.57894736843,448275.1,0.5714285714285714,0.75
AT,GA,import-eu-nh3,2050,455000.0,455000.0,0.0,0.0,455000.0,81900.0,0.0,455000.0,0.0,0.0,0.0,448275.1,0.5,1.0
BE,DE,import-eu-nh3,2019,870000.0,870000.0,0.0,870000.0,0.0,0.0,156600.0,870000.0,0.0,412105.2631578948,412105.2631578948,857141.4,1.0,0.0
BE,DE,import-eu-nh3,2020,870000.0,870000.0,0.0,870000.0,0.0,0.0,156600.0,870000.0,0.0,412105.2631578948,412105.2631578948,857141.4,1.0,0.0
BE,DE,import-eu-nh3,2021,870000.0,870000.0,0.0,870000.0,0.0,0.0,156600.0,870000.0,0.0,412105.2631578948,412105.2631578948,857141.4,1.0,0.0
BE,DE,import-eu-nh3,2022,870000.0,870000.0,0.0,870000.0,0.0,0.0,156600.0,870000.0,0.0,412105.2631578948,412105.2631578948,857141.4,1.0,0.0
BE,DE,import-eu-nh3,2023,870000.0,870000.0,0.0,870000.0,0.0,0.0,156600.0,870000.0,0.0,412105.2631578948,412105.2631578948,857141.4,1.0,0.0
BE,DE,import-eu-nh3,2024,870000.0,807857.1428571428,62142.85714285716,807857.1428571428,0.0,0.0,145414.2857142857,870000.0,0.0,382669.17293233087,382669.17293233087,795917.0142857142,0.9285714285714286,0.0
BE,DE,import-eu-nh3,2025,870000.0,807857.1428571428,62142.85714285716,807857.1428571428,0.0,0.0,145414.2857142857,870000.0,0.0,382669.17293233087,382669.17293233087,795917.0142857142,0.9285714285714286,0.0
BE,DE,import-eu-nh3,2026,870000.0,807857.1428571428,62142.85714285716,807857.1428571428,0.0,0.0,145414.2857142857,870000.0,0.0,382669.17293233087,382669.17293233087,795917.0142857142,0.9285714285714286,0.0
BE,DE,import-eu-nh3,2027,870000.0,807857.1428571428,62142.85714285716,807857.1428571428,0.0,0.0,145414.2857142857,870000.0,0.0,382669.17293233087,382669.17293233087,795917.0142857142,0.9285714285714286,0.0
BE,DE,import-eu-nh3,2028,870000.0,807857.1428571428,62142.85714285716,807857.1428571428,0.0,0.0,145414.2857142857,870000.0,0.0,382669.17293233087,382669.17293233087,795917.0142857142,0.9285714285714286,0.0
BE,DE,import-eu-nh3,2029,870000.0,745714.2857142858,124285.7142857142,745714.2857142858,0.0,0.0,134228.57142857145,870000.0,0.0,353233.082706767,353233.082706767,734692.6285714286,0.8571428571428572,0.0
BE,DE,import-eu-nh3,2030,870000.0,745714.2857142858,124285.7142857142,745714.2857142858,0.0,0.0,134228.57142857145,870000.0,0.0,353233.082706767,353233.082706767,734692.6285714286,0.8571428571428572,0.0
BE,DE,import-eu-nh3,2031,870000.0,745714.2857142858,124285.7142857142,745714.2857142858,0.0,0.0,134228.57142857145,870000.0,0.0,353233.082706767,353233.082706767,734692.6285714286,0.8571428571428572,0.0
BE,DE,import-eu-nh3,2032,870000.0,745714.2857142858,124285.7142857142,745714.2857142858,0.0,0.0,134228.57142857145,870000.0,0.0,353233.082706767,353233.082706767,734692.6285714286,0.8571428571428572,0.0
BE,DE,import-eu-nh3,2033,870000.0,745714.2857142858,124285.7142857142,745714.2857142858,0.0,0.0,134228.57142857145,870000.0,0.0,353233.082706767,353233.082706767,734692.6285714286,0.8571428571428572,0.0
BE,DE,import-eu-nh3,2034,870000.0,683571.4285714285,186428.57142857148,683571.4285714285,0.0,0.0,123042.85714285713,870000.0,0.0,323796.992481203,323796.992481203,673468.2428571428,0.7857142857142857,0.0
BE,DE,import-eu-nh3,2035,870000.0,683571.4285714285,186428.57142857148,512678.57142857136,170892.85714285713,30760.714285714283,92282.14285714284,870000.0,0.0,242847.74436090223,242847.74436090223,673468.2428571428,0.7857142857142857,0.25
BE,DE,import-eu-nh3,2036,870000.0,683571.4285714285,186428.57142857148,512678.57142857136,170892.85714285713,30760.714285714283,92282.14285714284,870000.0,0.0,242847.74436090223,242847.74436090223,673468.2428571428,0.7857142857142857,0.25
BE,DE,import-eu-nh3,2037,870000.0,683571.4285714285,186428.57142857148,512678.57142857136,170892.85714285713,30760.714285714283,92282.14285714284,870000.0,0.0,242847.74436090223,242847.74436090223,673468.2428571428,0.7857142857142857,0.25
BE,DE,import-eu-nh3,2038,870000.0,683571.4285714285,186428.57142857148,512678.57142857136,170892.85714285713,30760.714285714283,92282.14285714284,870000.0,0.0,242847.74436090223,242847.74436090223,673468.2428571428,0.7857142857142857,0.25
BE,DE,import-eu-nh3,2039,870000.0,621428.5714285715,248571.42857142852,466071.42857142864,155357.14285714287,27964.285714285714,83892.85714285714,870000.0,0.0,220770.67669172934,220770.67669172934,612243.8571428572,0.7142857142857143,0.25
BE,DE,import-eu-nh3,2040,870000.0,621428.5714285715,248571.42857142852,310714.28571428574,310714.28571428574,55928.57142857143,55928.57142857143,870000.0,0.0,147180.45112781954,147180.45112781954,612243.8571428572,0.7142857142857143,0.5
BE,DE,import-eu-nh3,2041,870000.0,621428.5714285715,248571.42857142852,310714.28571428574,310714.28571428574,55928.57142857143,55928.57142857143,870000.0,0.0,147180.45112781954,147180.45112781954,612243.8571428572,0.7142857142857143,0.5
BE,DE,import-eu-nh3,2042,870000.0,621428.5714285715,248571.42857142852,310714.28571428574,310714.28571428574,55928.57142857143,55928.57142857143,870000.0,0.0,147180.45112781954,147180.45112781954,612243.8571428572,0.7142857142857143,0.5
BE,DE,import-eu-nh3,2043,870000.0,621428.5714285715,248571.42857142852,310714.28571428574,310714.28571428574,55928.57142857143,55928.57142857143,870000.0,0.0,147180.45112781954,147180.45112781954,612243.8571428572,0.7142857142857143,0.5
BE,DE,import-eu-nh3,2044,870000.0,559285.7142857142,310714.2857142858,279642.8571428571,279642.8571428571,50335.714285714275,50335.714285714275,870000.0,0.0,132462.4060150376,132462.4060150376,551019.4714285714,0.6428571428571428,0.5
BE,DE,import-eu-nh3,2045,870000.0,559285.7142857142,310714.2857142858,139821.42857142852,419464.2857142857,75503.57142857142,25167.857142857134,870000.0,0.0,66231.20300751878,66231.20300751878,551019.4714285714,0.6428571428571428,0.75
BE,DE,import-eu-nh3,2046,870000.0,559285.7142857142,310714.2857142858,139821.42857142852,419464.2857142857,75503.57142857142,25167.857142857134,870000.0,0.0,66231.20300751878,66231.20300751878,551019.4714285714,0.6428571428571428,0.75
BE,DE,import-eu-nh3,2047,870000.0,559285.7142857142,310714.2857142858,139821.42857142852,419464.2857142857,75503.57142857142,25167.857142857134,870000.0,0.0,66231.20300751878,66231.20300751878,551019.4714285714,0.6428571428571428,0.75
BE,DE,import-eu-nh3,2048,870000.0,559285.7142857142,310714.2857142858,139821.42857142852,419464.2857142857,75503.57142857142,25167.857142857134,870000.0,0.0,66231.20300751878,66231.20300751878,551019.4714285714,0.6428571428571428,0.75
BE,DE,import-eu-nh3,2049,870000.0,497142.8571428571,372857.1428571429,124285.71428571426,372857.14285714284,67114.28571428571,22371.428571428565,870000.0,0.0,58872.18045112781,58872.18045112781,489795.08571428567,0.5714285714285714,0.75
BE,DE,import-eu-nh3,2050,870000.0,435000.0,435000.0,0.0,435000.0,78300.0,0.0,870000.0,0.0,0.0,0.0,428570.7,0.5,1.0
BE,GA,import-eu-nh3,2019,870000.0,870000.0,0.0,870000.0,0.0,0.0,156600.0,870000.0,0.0,412105.2631578948,412105.2631578948,857141.4,1.0,0.0
BE,GA,import-eu-nh3,2020,870000.0,870000.0,0.0,870000.0,0.0,0.0,156600.0,870000.0,0.0,412105.2631578948,412105.2631578948,857141.4,1.0,0.0
BE,GA,import-eu-nh3,2021,870000.0,870000.0,0.0,870000.0,0.0,0.0,156600.0,870000.0,0.0,412105.2631578948,412105.2631578948,857141.4,1.0,0.0
BE,GA,import-eu-nh3,2022,870000.0,870000.0,0.0,870000.0,0.0,0.0,156600.0,870000.0,0.0,412105.2631578948,412105.2631578948,857141.4,1.0,0.0
BE,GA,import-eu-nh3,2023,870000.0,870000.0,0.0,870000.0,0.0,0.0,156600.0,870000.0,0.0,412105.2631578948,412105.2631578948,857141.4,1.0,0.0
BE,GA,import-eu-nh3,2024,870000.0,807857.1428571428,62142.85714285716,807857.1428571428,0.0,0.0,145414.2857142857,870000.0,0.0,382669.17293233087,382669.17293233087,795917.0142857142,0.9285714285714286,0.0
BE,GA,import-eu-nh3,2025,870000.0,807857.1428571428,62142.85714285716,807857.1428571428,0.0,0.0,145414.2857142857,870000.0,0.0,382669.17293233087,382669.17293233087,795917.0142857142,0.9285714285714286,0.0
BE,GA,import-eu-nh3,2026,870000.0,807857.1428571428,62142.85714285716,807857.1428571428,0.0,0.0,145414.2857142857,870000.0,0.0,382669.17293233087,382669.17293233087,795917.0142857142,0.9285714285714286,0.0
BE,GA,import-eu-nh3,2027,870000.0,807857.1428571428,62142.85714285716,807857.1428571428,0.0,0.0,145414.2857142857,870000.0,0.0,382669.17293233087,382669.17293233087,795917.0142857142,0.9285714285714286,0.0
BE,GA,import-eu-nh3,2028,870000.0,807857.1428571428,62142.85714285716,807857.1428571428,0.0,0.0,145414.2857142857,870000.0,0.0,382669.17293233087,382669.17293233087,795917.0142857142,0.9285714285714286,0.0
BE,GA,import-eu-nh3,2029,870000.0,745714.2857142858,124285.7142857142,745714.2857142858,0.0,0.0,134228.57142857145,870000.0,0.0,353233.082706767,353233.082706767,734692.6285714286,0.8571428571428572,0.0
BE,GA,import-eu-nh3,2030,870000.0,745714.2857142858,124285.7142857142,745714.2857142858,0.0,0.0,134228.57142857145,870000.0,0.0,353233.082706767,353233.082706767,734692.6285714286,0.8571428571428572,0.0
BE,GA,import-eu-nh3,2031,870000.0,745714.2857142858,124285.7142857142,745714.2857142858,0.0,0.0,134228.57142857145,870000.0,0.0,353233.082706767,353233.082706767,734692.6285714286,0.8571428571428572,0.0
BE,GA,import-eu-nh3,2032,870000.0,745714.2857142858,124285.7142857142,745714.2857142858,0.0,0.0,134228.57142857145,870000.0,0.0,353233.082706767,353233.082706767,734692.6285714286,0.8571428571428572,0.0
BE,GA,import-eu-nh3,2033,870000.0,745714.2857142858,124285.7142857142,745714.2857142858,0.0,0.0,134228.57142857145,870000.0,0.0,353233.082706767,353233.082706767,734692.6285714286,0.8571428571428572,0.0
BE,GA,import-eu-nh3,2034,870000.0,683571.4285714285,186428.57142857148,683571.4285714285,0.0,0.0,123042.85714285713,870000.0,0.0,323796.992481203,323796.992481203,673468.2428571428,0.7857142857142857,0.0
BE,GA,import-eu-nh3,2035,870000.0,683571.4285714285,186428.57142857148,512678.57142857136,170892.85714285713,30760.714285714283,92282.14285714284,870000.0,0.0,242847.74436090223,242847.74436090223,673468.2428571428,0.7857142857142857,0.25
BE,GA,import-eu-nh3,2036,870000.0,683571.4285714285,186428.57142857148,512678.57142857136,170892.85714285713,30760.714285714283,92282.14285714284,870000.0,0.0,242847.74436090223,242847.74436090223,673468.2428571428,0.7857142857142857,0.25
BE,GA,import-eu-nh3,2037,870000.0,683571.4285714285,186428.57142857148,512678.57142857136,170892.85714285713,30760.714285714283,92282.14285714284,870000.0,0.0,242847.74436090223,242847.74436090223,673468.2428571428,0.7857142857142857,0.25
BE,GA,import-eu-nh3,2038,870000.0,683571.4285714285,186428.57142857148,512678.57142857136,170892.85714285713,30760.714285714283,92282.14285714284,870000.0,0.0,242847.74436090223,242847.74436090223,673468.2428571428,0.7857142857142857,0.25
BE,GA,import-eu-nh3,2039,870000.0,621428.5714285715,248571.42857142852,466071.42857142864,155357.14285714287,27964.285714285714,83892.85714285714,870000.0,0.0,220770.67669172934,220770.67669172934,612243.8571428572,0.7142857142857143,0.25
BE,GA,import-eu-nh3,2040,870000.0,621428.5714285715,248571.42857142852,310714.28571428574,310714.28571428574,55928.57142857143,55928.57142857143,870000.0,0.0,147180.45112781954,147180.45112781954,612243.8571428572,0.7142857142857143,0.5
BE,GA,import-eu-nh3,2041,870000.0,621428.5714285715,248571.42857142852,310714.28571428574,310714.28571428574,55928.57142857143,55928.57142857143,870000.0,0.0,147180.45112781954,147180.45112781954,612243.8571428572,0.7142857142857143,0.5
BE,GA,import-eu-nh3,2042,870000.0,621428.5714285715,248571.42857142852,310714.28571428574,310714.28571428574,55928.57142857143,55928.57142857143,870000.0,0.0,147180.45112781954,147180.45112781954,612243.8571428572,0.7142857142857143,0.5
BE,GA,import-eu-nh3,2043,870000.0,621428.5714285715,248571.42857142852,310714.28571428574,310714.28571428574,55928.57142857143,55928.57142857143,870000.0,0.0,147180.45112781954,147180.45112781954,612243.8571428572,0.7142857142857143,0.5
BE,GA,import-eu-nh3,2044,870000.0,559285.7142857142,310714.2857142858,279642.8571428571,279642.8571428571,50335.714285714275,50335.714285714275,870000.0,0.0,132462.4060150376,132462.4060150376,551019.4714285714,0.6428571428571428,0.5
BE,GA,import-eu-nh3,2045,870000.0,559285.7142857142,310714.2857142858,139821.42857142852,419464.2857142857,75503.57142857142,25167.857142857134,870000.0,0.0,66231.20300751878,66231.20300751878,551019.4714285714,0.6428571428571428,0.75
BE,GA,import-eu-nh3,2046,870000.0,559285.7142857142,310714.2857142858,139821.42857142852,419464.2857142857,75503.57142857142,25167.857142857134,870000.0,0.0,66231.20300751878,66231.20300751878,551019.4714285714,0.6428571428571428,0.75
BE,GA,import-eu-nh3,2047,870000.0,559285.7142857142,310714.2857142858,139821.42857142852,419464.2857142857,75503.57142857142,25167.857142857134,870000.0,0.0,66231.20300751878,66231.20300751878,551019.4714285714,0.6428571428571428,0.75
BE,GA,import-eu-nh3,2048,870000.0,559285.7142857142,310714.2857142858,139821.42857142852,419464.2857142857,75503.57142857142,25167.857142857134,870000.0,0.0,66231.20300751878,66231.20300751878,551019.4714285714,0.6428571428571428,0.75
BE,GA,import-eu-nh3,2049,870000.0,497142.8571428571,372857.1428571429,124285.71428571426,372857.14285714284,67114.28571428571,22371.428571428565,870000.0,0.0,58872.18045112781,58872.18045112781,489795.08571428567,0.5714285714285714,0.75
BE,GA,import-eu-nh3,2050,870000.0,435000.0,435000.0,0.0,435000.0,78300.0,0.0,870000.0,0.0,0.0,0.0,428570.7,0.5,1.0
BG,DE,import-eu-nh3,2019,230000.0,230000.0,0.0,230000.0,0.0,0.0,41400.0,230000.0,0.0,108947.36842105264,108947.36842105264,226600.6,1.0,0.0
BG,DE,import-eu-nh3,2020,230000.0,230000.0,0.0,230000.0,0.0,0.0,41400.0,230000.0,0.0,108947.36842105264,108947.36842105264,226600.6,1.0,0.0
BG,DE,import-eu-nh3,2021,230000.0,230000.0,0.0,230000.0,0.0,0.0,41400.0,230000.0,0.0,108947.36842105264,108947.36842105264,226600.6,1.0,0.0
BG,DE,import-eu-nh3,2022,230000.0,230000.0,0.0,230000.0,0.0,0.0,41400.0,230000.0,0.0,108947.36842105264,108947.36842105264,226600.6,1.0,0.0
BG,DE,import-eu-nh3,2023,230000.0,230000.0,0.0,230000.0,0.0,0.0,41400.0,230000.0,0.0,108947.36842105264,108947.36842105264,226600.6,1.0,0.0
BG,DE,import-eu-nh3,2024,230000.0,213571.42857142858,16428.57142857142,213571.42857142858,0.0,0.0,38442.857142857145,230000.0,0.0,101165.4135338346,101165.4135338346,210414.84285714285,0.9285714285714286,0.0
BG,DE,import-eu-nh3,2025,230000.0,213571.42857142858,16428.57142857142,213571.42857142858,0.0,0.0,38442.857142857145,230000.0,0.0,101165.4135338346,101165.4135338346,210414.84285714285,0.9285714285714286,0.0
BG,DE,import-eu-nh3,2026,230000.0,213571.42857142858,16428.57142857142,213571.42857142858,0.0,0.0,38442.857142857145,230000.0,0.0,101165.4135338346,101165.4135338346,210414.84285714285,0.9285714285714286,0.0
BG,DE,import-eu-nh3,2027,230000.0,213571.42857142858,16428.57142857142,213571.42857142858,0.0,0.0,38442.857142857145,230000.0,0.0,101165.4135338346,101165.4135338346,210414.84285714285,0.9285714285714286,0.0
